Y	M	D	H	Rain	Temp
0	10	313	18	0	25.75
0	10	313	19	0	21.6
0	10	313	20	0	19.2
0	10	313	21	0	18.8
0	10	313	22	0	19.8
0	10	313	23	0	18.85
0	10	314	0	0	17
0	10	314	1	0	15.35
0	10	314	2	0	13.5
0	10	314	3	0	12.7
0	10	314	4	0	12.6
0	10	314	5	0	16.95
0	10	314	6	0	17.85
0	10	314	7	0	20.95
0	10	314	8	0	24.65
0	10	314	9	0	27.1
0	10	314	10	0	29
0	10	314	11	0	30.35
0	10	314	12	0	31.6
0	10	314	13	0	32.1
0	10	314	14	0	32.1
0	10	314	15	0	31.7
0	10	314	16	0	31
0	10	314	17	0	29.25
0	10	314	18	0	24.85
0	10	314	19	0	19.85
0	10	314	20	0	17.95
0	10	314	21	0	16.05
0	10	314	22	0	15.9
0	10	314	23	0	16.35
0	10	315	0	0	13.7
0	10	315	1	0	12.3
0	10	315	2	0	11.5
0	10	315	3	0	15.65
0	10	315	4	0	19.15
0	10	315	5	0	18.7
0	10	315	6	0	18.05
0	10	315	7	0	20.25
0	10	315	8	0	23.55
0	10	315	9	0	26.55
0	10	315	10	0	27.95
0	10	315	11	0	29.45
0	10	315	12	0	30.45
0	10	315	13	0	31.55
0	10	315	14	0	31.2
0	10	315	15	0	30.75
0	10	315	16	0	29.85
0	10	315	17	0	27.8
0	10	315	18	0	22.15
0	10	315	19	0	18.45
0	10	315	20	0	16.9
0	10	315	21	0	14.65
0	10	315	22	0	15.75
0	10	315	23	0	14.45
0	10	316	0	0	12.75
0	10	316	1	0	11.75
0	10	316	2	0	10.9
0	10	316	3	0	10.15
0	10	316	4	0	11.4
0	10	316	5	0	12.95
0	10	316	6	0	12.1
0	10	316	7	0	19.85
0	10	316	8	0	21.95
0	10	316	9	0	23.75
0	10	316	10	0	26.2
0	10	316	11	0	28.55
0	10	316	12	0	29.55
0	10	316	13	0	31.15
0	10	316	14	0	30.85
0	10	316	15	0	30.9
0	10	316	16	0	29.75
0	10	316	17	0	27.75
0	10	316	18	0	22.7
0	10	316	19	0	18.85
0	10	316	20	0	17.05
0	10	316	21	0	16
0	10	316	22	0	16.1
0	10	316	23	0	15.5
0	10	317	0	0	15.05
0	10	317	1	0	14.25
0	10	317	2	0	14.55
0	10	317	3	0	16.95
0	10	317	4	0	17.75
0	10	317	5	0	17.6
0	10	317	6	0	17.45
0	10	317	7	0	20.9
0	10	317	8	0	22.85
0	10	317	9	0	23.7
0	10	317	10	0	27.35
0	10	317	11	0	29.05
0	10	317	12	0	29.65
0	10	317	13	0	30.55
0	10	317	14	0	30.25
0	10	317	15	0	30.05
0	10	317	16	0	29.65
0	10	317	17	0	27.5
0	10	317	18	0	22.2
0	10	317	19	0	19.9
0	10	317	20	0	18.35
0	10	317	21	0	18.55
0	10	317	22	0	18.9
0	10	317	23	0	16.9
0	10	318	0	0	16.55
0	10	318	1	0	15.7
0	10	318	2	0	16.2
0	10	318	3	0	17.1
0	10	318	4	0	15.25
0	10	318	5	0	14.85
0	10	318	6	0	13.3
0	10	318	7	0	18.45
0	10	318	8	0	24.5
0	10	318	9	0	25.6
0	10	318	10	0	27.7
0	10	318	11	0	28.65
0	10	318	12	0	29.55
0	10	318	13	0	31
0	10	318	14	0	32.5
0	10	318	15	0	31.85
0	10	318	16	0	31.25
0	10	318	17	0	29.65
0	10	318	18	0	26.45
0	10	318	19	0	21.95
0	10	318	20	0	18.5
0	10	318	21	0	17.15
0	10	318	22	0	16.35
0	10	318	23	0	16.4
0	10	319	0	0	15.35
0	10	319	1	0	16.65
0	10	319	2	0	16.45
0	10	319	3	0	15.65
0	10	319	4	0	14.15
0	10	319	5	0	13.95
0	10	319	6	0	13.3
0	10	319	7	0	18.7
0	10	319	8	0	23.85
0	10	319	9	0	26.1
0	10	319	10	0	28.2
0	10	319	11	0	30.3
0	10	319	12	0	31.6
0	10	319	13	0	32.3
0	10	319	14	0	32.55
0	10	319	15	0	31.2
0	10	319	16	0	30.65
0	10	319	17	0	27.9
0	10	319	18	0	22.15
0	10	319	19	0	18.9
0	10	319	20	0	17.8
0	10	319	21	0	16.8
0	10	319	22	0	16.95
0	10	319	23	0	19.7
0	10	320	0	0	20.45
0	10	320	1	0	21.15
0	10	320	2	0	21.45
0	10	320	3	0	20.5
0	10	320	4	0	19.25
0	10	320	5	0	19.75
0	10	320	6	0	19.5
0	10	320	7	0	18.9
0	10	320	8	0	22.2
0	10	320	9	0	24.8
0	10	320	10	0	27.95
0	10	320	11	0	29.75
0	10	320	12	0	30.25
0	10	320	13	0	31.6
0	10	320	14	0	32.05
0	10	320	15	0	31.8
0	10	320	16	0	30.75
0	10	320	17	0	28.75
0	10	320	18	0	22.9
0	10	320	19	0	18.7
0	10	320	20	0	16.65
0	10	320	21	0	15.9
0	10	320	22	0	19
0	10	320	23	0	16.55
0	10	321	0	0	16.95
0	10	321	1	0	16.6
0	10	321	2	0	15.85
0	10	321	3	0	16.7
0	10	321	4	0	15.25
0	10	321	5	0	15.4
0	10	321	6	0	15.8
0	10	321	7	0	19.5
0	10	321	8	0	21.9
0	10	321	9	0	26
0	10	321	10	0	28.25
0	10	321	11	0	30.25
0	10	321	12	0	30.9
0	10	321	13	0	31.65
0	10	321	14	0	31.95
0	10	321	15	0	32.3
0	10	321	16	0	31
0	10	321	17	0	28.5
0	10	321	18	0	22
0	10	321	19	0	18.45
0	10	321	20	0	16.55
0	10	321	21	0	15.3
0	10	321	22	0	14.9
0	10	321	23	0	14.75
0	10	322	0	0	14.5
0	10	322	1	0	15.4
0	10	322	2	0	16.65
0	10	322	3	0	14.4
0	10	322	4	0	12.6
0	10	322	5	0	11.9
0	10	322	6	0	9.55
0	10	322	7	0	16.3
0	10	322	8	0	22.8
0	10	322	9	0	24.9
0	10	322	10	0	27.4
0	10	322	11	0	28.7
0	10	322	12	0	29.7
0	10	322	13	0	31.2
0	10	322	14	0	31.85
0	10	322	15	0	31.7
0	10	322	16	0	30.55
0	10	322	17	0	28
0	10	322	18	0	21
0	10	322	19	0	17.7
0	10	322	20	0	15.3
0	10	322	21	0	15
0	10	322	22	0	14.2
0	10	322	23	0	16.35
0	10	323	0	0	16.25
0	10	323	1	0	16.05
0	10	323	2	0	16.5
0	10	323	3	0	17
0	10	323	4	0	15.8
0	10	323	5	0	14.2
0	10	323	6	0	11.5
0	10	323	7	0	15.85
0	10	323	8	0	23.6
0	10	323	9	0	26.4
0	10	323	10	0	28.1
0	10	323	11	0	29.25
0	10	323	12	0	29.9
0	10	323	13	0	30.6
0	10	323	14	0	31.4
0	10	323	15	0	31.2
0	10	323	16	0	29.95
0	10	323	17	0	27.5
0	10	323	18	0	22
0	10	323	19	0	18.85
0	10	323	20	0	18.05
0	10	323	21	0	16.8
0	10	323	22	0	15.7
0	10	323	23	0	16.45
0	10	324	0	0	16
0	10	324	1	0	14.05
0	10	324	2	0	13.95
0	10	324	3	0	13.8
0	10	324	4	0	12.2
0	10	324	5	0	11.95
0	10	324	6	0	10.45
0	10	324	7	0	16.55
0	10	324	8	0	23.35
0	10	324	9	0	25.15
0	10	324	10	0	26.45
0	10	324	11	0	28.35
0	10	324	12	0	30.6
0	10	324	13	0	31.45
0	10	324	14	0	31.55
0	10	324	15	0	31.6
0	10	324	16	0	30.05
0	10	324	17	0	28
0	10	324	18	0	22.25
0	10	324	19	0	17.8
0	10	324	20	0	15.75
0	10	324	21	0	14.65
0	10	324	22	0	14.85
0	10	324	23	0	14.95
0	10	325	0	0	14.2
0	10	325	1	0	13.05
0	10	325	2	0	12.5
0	10	325	3	0	12.75
0	10	325	4	0	17.1
0	10	325	5	0	18.2
0	10	325	6	0	18.3
0	10	325	7	0	18.8
0	10	325	8	0	19.75
0	10	325	9	0	20.45
0	10	325	10	0	23.45
0	10	325	11	0	26.15
0	10	325	12	0	28.2
0	10	325	13	0	29.55
0	10	325	14	0	30.2
0	10	325	15	0	29.95
0	10	325	16	0	29.25
0	10	325	17	0	27.1
0	10	325	18	0	22.5
0	10	325	19	0	19.1
0	10	325	20	0	17.4
0	10	325	21	0	16.7
0	10	325	22	0	17.05
0	10	325	23	0	18.75
0	10	326	0	0	18.3
0	10	326	1	0	18.9
0	10	326	2	0	15.7
0	10	326	3	0	14.2
0	10	326	4	0	14.9
0	10	326	5	0	14.35
0	10	326	6	0	12.15
0	10	326	7	0	15.5
0	10	326	8	0	23.5
0	10	326	9	0	26.45
0	10	326	10	0	28.15
0	10	326	11	0	29.5
0	10	326	12	0	29.75
0	10	326	13	0	29.15
0	10	326	14	0	30.45
0	10	326	15	0	30.8
0	10	326	16	0	30
0	10	326	17	0	27.95
0	10	326	18	0	24.95
0	10	326	19	0	21.3
0	10	326	20	0	19.45
0	10	326	21	0	19
0	10	326	22	0	18.05
0	10	326	23	0	17.1
0	10	327	0	0	17.25
0	10	327	1	0	19.1
0	10	327	2	0	20.7
0	10	327	3	0	19.7
0	10	327	4	0	19.9
0	10	327	5	0	20.15
0	10	327	6	0	19.75
0	10	327	7	0	20.45
0	10	327	8	0	22.45
0	10	327	9	0	24.25
0	10	327	10	0	25.75
0	10	327	11	0	26.95
0	10	327	12	0	28.6
0	10	327	13	0	29.9
0	10	327	14	0	30.4
0	10	327	15	0	30.75
0	10	327	16	0	29.6
0	10	327	17	0	27.85
0	10	327	18	0	24.8
0	10	327	19	0	20.1
0	10	327	20	0	16.55
0	10	327	21	0	15.3
0	10	327	22	0	14.35
0	10	327	23	0	15
0	10	328	0	0	15.6
0	10	328	1	0	11.9
0	10	328	2	0	14.05
0	10	328	3	0	15.2
0	10	328	4	0	15.75
0	10	328	5	0	16.2
0	10	328	6	0	16.6
0	10	328	7	0	18.1
0	10	328	8	0	21
0	10	328	9	0	22.9
0	10	328	10	0	24.55
0	10	328	11	0	26.15
0	10	328	12	0	26.8
0	10	328	13	0	27.65
0	10	328	14	0	28.1
0	10	328	15	0	28.5
0	10	328	16	0	27.9
0	10	328	17	0	26.25
0	10	328	18	0	20.7
0	10	328	19	0	16.8
0	10	328	20	0	13.9
0	10	328	21	0	12.1
0	10	328	22	0	10.8
0	10	328	23	0	13.3
0	10	329	0	0	16.9
0	10	329	1	0	17.1
0	10	329	2	0	16.2
0	10	329	3	0	14.8
0	10	329	4	0	11.35
0	10	329	5	0	8.45
0	10	329	6	0	12.2
0	10	329	7	0	16.75
0	10	329	8	0	20
0	10	329	9	0	22.25
0	10	329	10	0	23.85
0	10	329	11	0	25.4
0	10	329	12	0	26.4
0	10	329	13	0	27.35
0	10	329	14	0	27.6
0	10	329	15	0	27
0	10	329	16	0	26.1
0	10	329	17	0	24.05
0	10	329	18	0	20.3
0	10	329	19	0	15.3
0	10	329	20	0	13.05
0	10	329	21	0	11.8
0	10	329	22	0	10.1
0	10	329	23	0	9.8
0	10	330	0	0	9.25
0	10	330	1	0	9.7
0	10	330	2	0	8.3
0	10	330	3	0	7.45
0	10	330	4	0	6.7
0	10	330	5	0	6.9
0	10	330	6	0	8.3
0	10	330	7	0	16.6
0	10	330	8	0	18.95
0	10	330	9	0	21.2
0	10	330	10	0	23.8
0	10	330	11	0	26
0	10	330	12	0	27.25
0	10	330	13	0	27.65
0	10	330	14	0	28.35
0	10	330	15	0	27.4
0	10	330	16	0	26.35
0	10	330	17	0	24.25
0	10	330	18	0	18.45
0	10	330	19	0	14.45
0	10	330	20	0	12.35
0	10	330	21	0	11.35
0	10	330	22	0	10.3
0	10	330	23	0	10.55
0	10	331	0	0	10.2
0	10	331	1	0	8.6
0	10	331	2	0	8.05
0	10	331	3	0	7.4
0	10	331	4	0	6.65
0	10	331	5	0	6.45
0	10	331	6	0	6.75
0	10	331	7	0	15.55
0	10	331	8	0	19.75
0	10	331	9	0	21.55
0	10	331	10	0	23.15
0	10	331	11	0	25.35
0	10	331	12	0	26.9
0	10	331	13	0	27.45
0	10	331	14	0	28.35
0	10	331	15	0	27.65
0	10	331	16	0	26.75
0	10	331	17	0	24.8
0	10	331	18	0	19.75
0	10	331	19	0	14.55
0	10	331	20	0	12.3
0	10	331	21	0	11.8
0	10	331	22	0	11
0	10	331	23	0	10.1
0	10	332	0	0	9.55
0	10	332	1	0	7.45
0	10	332	2	0	6.45
0	10	332	3	0	6.15
0	10	332	4	0	9.95
0	10	332	5	0	15.65
0	10	332	6	0	14.9
0	10	332	7	0	17.4
0	10	332	8	0	19.9
0	10	332	9	0	21.4
0	10	332	10	0	23.5
0	10	332	11	0	25.5
0	10	332	12	0	27.5
0	10	332	13	0	28.7
0	10	332	14	0	28.9
0	10	332	15	0	28.95
0	10	332	16	0	28
0	10	332	17	0	25.7
0	10	332	18	0	19.25
0	10	332	19	0	15.9
0	10	332	20	0	14.3
0	10	332	21	0	13.4
0	10	332	22	0	12.7
0	10	332	23	0	12.5
0	10	333	0	0	11.7
0	10	333	1	0	11.6
0	10	333	2	0	11.2
0	10	333	3	0	16.9
0	10	333	4	0	14.35
0	10	333	5	0	17.2
0	10	333	6	0	17.65
0	10	333	7	0	18.05
0	10	333	8	0	19.35
0	10	333	9	0	20.85
0	10	333	10	0	23.35
0	10	333	11	0	25.1
0	10	333	12	0	26.35
0	10	333	13	0	27.85
0	10	333	14	0	28.9
0	10	333	15	0	28.8
0	10	333	16	0	28.25
0	10	333	17	0	26
0	10	333	18	0	20.95
0	10	333	19	0	16.95
0	10	333	20	0	15.25
0	10	333	21	0	14.5
0	10	333	22	0	14.05
0	10	333	23	0	13.7
0	10	334	0	0	14.15
0	10	334	1	0	15.65
0	10	334	2	0	15.65
0	10	334	3	0	15.95
0	10	334	4	0	14
0	10	334	5	0	12.2
0	10	334	6	0	11.25
0	10	334	7	0	13.95
0	10	334	8	0	22.4
0	10	334	9	0	24.95
0	10	334	10	0	26
0	10	334	11	0	27.15
0	10	334	12	0	28.1
0	10	334	13	0	28.4
0	10	334	14	0	29.15
0	10	334	15	0	29.35
0	10	334	16	0	28.4
0	10	334	17	0	25.7
0	10	334	18	0	19.75
0	10	334	19	0	17.1
0	10	334	20	0	15.9
0	10	334	21	0	14.65
0	10	334	22	0	16.8
0	10	334	23	0	17.25
0	10	335	0	0	16.35
0	10	335	1	0	15.9
0	10	335	2	0	14.5
0	10	335	3	0	13.2
0	10	335	4	0	14.65
0	10	335	5	0	14.6
0	10	335	6	0	13.5
0	10	335	7	0	16.05
0	10	335	8	0	21.45
0	10	335	9	0	25.85
0	10	335	10	0	28.7
0	10	335	11	0	30.2
0	10	335	12	0	30.25
0	10	335	13	0	30.65
0	10	335	14	0	31.35
0	10	335	15	0	30.95
0	10	335	16	0	29.85
0	10	335	17	0	27.5
0	10	335	18	0	23.65
0	10	335	19	0	20.3
0	10	335	20	0	18.65
0	10	335	21	0	21.9
0	10	335	22	0	21.35
0	10	335	23	0	17.55
0	11	336	0	0	14.55
0	11	336	1	0	14.7
0	11	336	2	0	13.7
0	11	336	3	0	12.85
0	11	336	4	0	11.05
0	11	336	5	0	8.7
0	11	336	6	0	8
0	11	336	7	0	13.55
0	11	336	8	0	20.8
0	11	336	9	0	25.6
0	11	336	10	0	27.85
0	11	336	11	0	29.6
0	11	336	12	0	29.85
0	11	336	13	0	29.9
0	11	336	14	0	29.9
0	11	336	15	0	29.95
0	11	336	16	0	28.9
0	11	336	17	0	26.35
0	11	336	18	0	20.05
0	11	336	19	0	15.95
0	11	336	20	0	14.65
0	11	336	21	0	13
0	11	336	22	0	15.25
0	11	336	23	0	14.15
0	11	337	0	0	14.2
0	11	337	1	0	13.15
0	11	337	2	0	13.35
0	11	337	3	0	11.7
0	11	337	4	0	10.3
0	11	337	5	0	8.35
0	11	337	6	0	7.55
0	11	337	7	0	11.85
0	11	337	8	0	22.15
0	11	337	9	0	24.4
0	11	337	10	0	26.05
0	11	337	11	0	27.15
0	11	337	12	0	28.25
0	11	337	13	0	29.4
0	11	337	14	0	29.7
0	11	337	15	0	29.25
0	11	337	16	0	28.4
0	11	337	17	0	25.8
0	11	337	18	0	18.55
0	11	337	19	0	15.35
0	11	337	20	0	12.9
0	11	337	21	0	11.6
0	11	337	22	0	10.6
0	11	337	23	0	10.35
0	11	338	0	0	8.95
0	11	338	1	0	9.05
0	11	338	2	0	8.3
0	11	338	3	0	7.2
0	11	338	4	0	6.2
0	11	338	5	0	5.25
0	11	338	6	0	10.15
0	11	338	7	0	13.9
0	11	338	8	0	19.55
0	11	338	9	0	21.8
0	11	338	10	0	24.05
0	11	338	11	0	25.45
0	11	338	12	0	26.7
0	11	338	13	0	28.05
0	11	338	14	0	28.6
0	11	338	15	0	28.2
0	11	338	16	0	27.35
0	11	338	17	0	24.4
0	11	338	18	0	17.2
0	11	338	19	0	14.35
0	11	338	20	0	12
0	11	338	21	0	11.05
0	11	338	22	0	11.15
0	11	338	23	0	11.45
0	11	339	0	0	11.2
0	11	339	1	0	9.75
0	11	339	2	0	7.7
0	11	339	3	0	8.45
0	11	339	4	0	7.45
0	11	339	5	0	5.95
0	11	339	6	0	6
0	11	339	7	0	10.8
0	11	339	8	0	20.9
0	11	339	9	0	22.65
0	11	339	10	0	24.6
0	11	339	11	0	25.75
0	11	339	12	0	26.95
0	11	339	13	0	27.65
0	11	339	14	0	28.2
0	11	339	15	0	28.4
0	11	339	16	0	27.7
0	11	339	17	0	24.8
0	11	339	18	0	18.7
0	11	339	19	0	14.45
0	11	339	20	0	14.2
0	11	339	21	0	13.45
0	11	339	22	0	12.6
0	11	339	23	0	12.2
0	11	340	0	0	12
0	11	340	1	0	12.65
0	11	340	2	0	11.35
0	11	340	3	0	10.15
0	11	340	4	0	10.85
0	11	340	5	0	9.8
0	11	340	6	0	9.15
0	11	340	7	0	12.6
0	11	340	8	0	21.95
0	11	340	9	0	24.5
0	11	340	10	0	26.15
0	11	340	11	0	27.25
0	11	340	12	0	28.35
0	11	340	13	0	29.1
0	11	340	14	0	29.3
0	11	340	15	0	29.05
0	11	340	16	0	28.05
0	11	340	17	0	25.35
0	11	340	18	0	17.55
0	11	340	19	0	14.75
0	11	340	20	0	12.8
0	11	340	21	0	13
0	11	340	22	0	12.95
0	11	340	23	0	12.35
0	11	341	0	0	12.05
0	11	341	1	0	11.1
0	11	341	2	0	10.5
0	11	341	3	0	9.55
0	11	341	4	0	9.45
0	11	341	5	0	9.45
0	11	341	6	0	8.7
0	11	341	7	0	12.4
0	11	341	8	0	22.65
0	11	341	9	0	24.45
0	11	341	10	0	25.9
0	11	341	11	0	27.35
0	11	341	12	0	28.7
0	11	341	13	0	29.75
0	11	341	14	0	30
0	11	341	15	0	30
0	11	341	16	0	29
0	11	341	17	0	26.55
0	11	341	18	0	19
0	11	341	19	0	14.5
0	11	341	20	0	13.3
0	11	341	21	0	10.9
0	11	341	22	0	11.4
0	11	341	23	0	9
0	11	342	0	0	8.7
0	11	342	1	0	7.9
0	11	342	2	0	6.95
0	11	342	3	0	7.35
0	11	342	4	0	5.95
0	11	342	5	0	5.35
0	11	342	6	0	5.9
0	11	342	7	0	11.8
0	11	342	8	0	21.45
0	11	342	9	0	24.25
0	11	342	10	0	26.9
0	11	342	11	0	28.35
0	11	342	12	0	29.2
0	11	342	13	0	29.75
0	11	342	14	0	29.9
0	11	342	15	0	30.1
0	11	342	16	0	28.95
0	11	342	17	0	26.65
0	11	342	18	0	21.05
0	11	342	19	0	15.4
0	11	342	20	0	13.35
0	11	342	21	0	11.55
0	11	342	22	0	10.7
0	11	342	23	0	9.7
0	11	343	0	0	9.2
0	11	343	1	0	7.5
0	11	343	2	0	6.7
0	11	343	3	0	5.65
0	11	343	4	0	5
0	11	343	5	0	5.35
0	11	343	6	0	5.3
0	11	343	7	0	17.05
0	11	343	8	0	20.2
0	11	343	9	0	22.75
0	11	343	10	0	24.35
0	11	343	11	0	25.7
0	11	343	12	0	27.25
0	11	343	13	0	28.7
0	11	343	14	0	29.35
0	11	343	15	0	29.2
0	11	343	16	0	27.8
0	11	343	17	0	25
0	11	343	18	0	17.75
0	11	343	19	0	13.8
0	11	343	20	0	12.05
0	11	343	21	0	10.9
0	11	343	22	0	11
0	11	343	23	0	10.2
0	11	344	0	0	9.1
0	11	344	1	0	9
0	11	344	2	0	7.95
0	11	344	3	0	7.3
0	11	344	4	0	5.5
0	11	344	5	0	9.15
0	11	344	6	0	14.1
0	11	344	7	0	17.05
0	11	344	8	0	20.15
0	11	344	9	0	22.15
0	11	344	10	0	24
0	11	344	11	0	25.8
0	11	344	12	0	27.35
0	11	344	13	0	27.95
0	11	344	14	0	27.75
0	11	344	15	0	28.3
0	11	344	16	0	27.45
0	11	344	17	0	24.8
0	11	344	18	0	17.8
0	11	344	19	0	14
0	11	344	20	0	12
0	11	344	21	0	10.45
0	11	344	22	0	9.3
0	11	344	23	0	9.1
0	11	345	0	0	8
0	11	345	1	0	7
0	11	345	2	0	6.6
0	11	345	3	0	5.75
0	11	345	4	0	4.85
0	11	345	5	0	4.25
0	11	345	6	0	3.4
0	11	345	7	0	9.9
0	11	345	8	0	17.2
0	11	345	9	0	20.8
0	11	345	10	0	22.6
0	11	345	11	0	24.3
0	11	345	12	0	25.2
0	11	345	13	0	26.1
0	11	345	14	0	26.6
0	11	345	15	0	26.65
0	11	345	16	0	25.85
0	11	345	17	0	23.55
0	11	345	18	0	17.65
0	11	345	19	0	14.2
0	11	345	20	0	12.6
0	11	345	21	0	11.6
0	11	345	22	0	10.15
0	11	345	23	0	9.15
0	11	346	0	0	8.25
0	11	346	1	0	8.35
0	11	346	2	0	8.2
0	11	346	3	0	6.8
0	11	346	4	0	5.95
0	11	346	5	0	5.25
0	11	346	6	0	4.75
0	11	346	7	0	9.25
0	11	346	8	0	19.45
0	11	346	9	0	22.1
0	11	346	10	0	23.7
0	11	346	11	0	24.6
0	11	346	12	0	25.6
0	11	346	13	0	26
0	11	346	14	0	26.2
0	11	346	15	0	26.35
0	11	346	16	0	25.7
0	11	346	17	0	22.95
0	11	346	18	0	16.55
0	11	346	19	0	13.35
0	11	346	20	0	12.4
0	11	346	21	0	11.95
0	11	346	22	0	9.95
0	11	346	23	0	8.2
0	11	347	0	0	7.65
0	11	347	1	0	7.95
0	11	347	2	0	6.85
0	11	347	3	0	6.8
0	11	347	4	0	10.85
0	11	347	5	0	5.4
0	11	347	6	0	4.1
0	11	347	7	0	9.2
0	11	347	8	0	18.55
0	11	347	9	0	21.85
0	11	347	10	0	24.1
0	11	347	11	0	24.65
0	11	347	12	0	25.45
0	11	347	13	0	25.65
0	11	347	14	0	26
0	11	347	15	0	25.6
0	11	347	16	0	25.05
0	11	347	17	0	22.9
0	11	347	18	0	17.55
0	11	347	19	0	12.6
0	11	347	20	0	10.65
0	11	347	21	0	9.15
0	11	347	22	0	8.3
0	11	347	23	0	7.1
0	11	348	0	0	5.95
0	11	348	1	0	5.75
0	11	348	2	0	4.9
0	11	348	3	0	5.05
0	11	348	4	0	4
0	11	348	5	0	3.7
0	11	348	6	0	3.05
0	11	348	7	0	9.1
0	11	348	8	0	18.8
0	11	348	9	0	21.8
0	11	348	10	0	23.65
0	11	348	11	0	24.75
0	11	348	12	0	24.95
0	11	348	13	0	25.55
0	11	348	14	0	25.6
0	11	348	15	0	25.55
0	11	348	16	0	24.75
0	11	348	17	0	22.75
0	11	348	18	0	17.45
0	11	348	19	0	14.55
0	11	348	20	0	11.15
0	11	348	21	0	9.4
0	11	348	22	0	7.8
0	11	348	23	0	6.75
0	11	349	0	0	14.6
0	11	349	1	0	12.8
0	11	349	2	0	6.6
0	11	349	3	0	4.65
0	11	349	4	0	5.05
0	11	349	5	0	10.45
0	11	349	6	0	13.8
0	11	349	7	0	15.35
0	11	349	8	0	16.95
0	11	349	9	0	19.5
0	11	349	10	0	20.85
0	11	349	11	0	22.8
0	11	349	12	0	24.65
0	11	349	13	0	25.65
0	11	349	14	0	25.95
0	11	349	15	0	25.9
0	11	349	16	0	24.7
0	11	349	17	0	22.8
0	11	349	18	0	18.9
0	11	349	19	0	14.1
0	11	349	20	0	11.2
0	11	349	21	0	10.1
0	11	349	22	0	9.25
0	11	349	23	0	8.7
0	11	350	0	0	8.4
0	11	350	1	0	7.7
0	11	350	2	0	7.5
0	11	350	3	0	7.2
0	11	350	4	0	6.55
0	11	350	5	0	8.4
0	11	350	6	0	7.45
0	11	350	7	0	13.35
0	11	350	8	0	16.6
0	11	350	9	0	18.75
0	11	350	10	0	21.2
0	11	350	11	0	23.2
0	11	350	12	0	25.05
0	11	350	13	0	25.05
0	11	350	14	0	25.7
0	11	350	15	0	26.15
0	11	350	16	0	24.95
0	11	350	17	0	22.95
0	11	350	18	0	19.3
0	11	350	19	0	15.25
0	11	350	20	0	11.8
0	11	350	21	0	10.55
0	11	350	22	0	9.3
0	11	350	23	0	9.4
0	11	351	0	0	9.25
0	11	351	1	0	8.6
0	11	351	2	0	7.75
0	11	351	3	0	7.9
0	11	351	4	0	6.6
0	11	351	5	0	5.25
0	11	351	6	0	5.6
0	11	351	7	0	9.2
0	11	351	8	0	18.75
0	11	351	9	0	21.45
0	11	351	10	0	23.05
0	11	351	11	0	24.4
0	11	351	12	0	25.05
0	11	351	13	0	25.35
0	11	351	14	0	26.15
0	11	351	15	0	26
0	11	351	16	0	25
0	11	351	17	0	23.05
0	11	351	18	0	18.75
0	11	351	19	0	15.3
0	11	351	20	0	15.2
0	11	351	21	0	12.35
0	11	351	22	0	10.05
0	11	351	23	0	9.6
0	11	352	0	0	10.45
0	11	352	1	0	8.3
0	11	352	2	0	6.85
0	11	352	3	0	6.1
0	11	352	4	0	5.7
0	11	352	5	0	5.1
0	11	352	6	0	5.4
0	11	352	7	0	15.6
0	11	352	8	0	18.7
0	11	352	9	0	20.95
0	11	352	10	0	23.05
0	11	352	11	0	24.05
0	11	352	12	0	24.85
0	11	352	13	0	25.2
0	11	352	14	0	25.55
0	11	352	15	0	25.45
0	11	352	16	0	24.85
0	11	352	17	0	23.2
0	11	352	18	0	20
0	11	352	19	0	19.55
0	11	352	20	0	16.75
0	11	352	21	0	11.65
0	11	352	22	0	9.95
0	11	352	23	0	9.2
0	11	353	0	0	8.15
0	11	353	1	0	7.3
0	11	353	2	0	6.15
0	11	353	3	0	5.2
0	11	353	4	0	4.7
0	11	353	5	0	4.25
0	11	353	6	0	8.7
0	11	353	7	0	14.05
0	11	353	8	0	16.9
0	11	353	9	0	19.55
0	11	353	10	0	21.2
0	11	353	11	0	23.35
0	11	353	12	0	25.05
0	11	353	13	0	25.55
0	11	353	14	0	26
0	11	353	15	0	25.95
0	11	353	16	0	25.4
0	11	353	17	0	23.2
0	11	353	18	0	18.25
0	11	353	19	0	13.2
0	11	353	20	0	10.7
0	11	353	21	0	9.35
0	11	353	22	0	9.2
0	11	353	23	0	7.3
0	11	354	0	0	6.35
0	11	354	1	0	6.1
0	11	354	2	0	4.45
0	11	354	3	0	3.6
0	11	354	4	0	8.6
0	11	354	5	0	13.05
0	11	354	6	0	12.25
0	11	354	7	0	13.45
0	11	354	8	0	16.2
0	11	354	9	0	18.55
0	11	354	10	0	21.3
0	11	354	11	0	22.6
0	11	354	12	0	24.7
0	11	354	13	0	24.85
0	11	354	14	0	25.25
0	11	354	15	0	25.55
0	11	354	16	0	24.6
0	11	354	17	0	22.5
0	11	354	18	0	17.2
0	11	354	19	0	13.75
0	11	354	20	0	10.2
0	11	354	21	0	8.95
0	11	354	22	0	7.45
0	11	354	23	0	7.75
0	11	355	0	0	6.8
0	11	355	1	0	6.2
0	11	355	2	0	5.55
0	11	355	3	0	4.6
0	11	355	4	0	4.05
0	11	355	5	0	9.55
0	11	355	6	0	12.6
0	11	355	7	0	14.25
0	11	355	8	0	16.75
0	11	355	9	0	18.55
0	11	355	10	0	20.45
0	11	355	11	0	21.9
0	11	355	12	0	24
0	11	355	13	0	25.1
0	11	355	14	0	25.75
0	11	355	15	0	25.15
