Y	M	D	H	Rain	Temp
1	4	145	9	0	26.6
1	4	145	10	0	29.6833333333333
1	4	145	11	0	32.4833333333333
1	4	145	12	0	34.6916666666667
1	4	145	13	0	36.5166666666667
1	4	145	14	0	37.6166666666667
1	4	145	15	0	38.075
1	4	145	16	0	37.7666666666667
1	4	145	17	0	37.8583333333333
1	4	145	18	0	35.8666666666667
1	4	145	19	0	32.4333333333333
1	4	145	20	0	29.4416666666667
1	4	145	21	0	27.2
1	4	145	22	0	25.5166666666667
1	4	145	23	0	24.4666666666667
1	4	146	0	0	23.5916666666667
1	4	146	1	0	22.3916666666667
1	4	146	2	0	20.0916666666667
1	4	146	3	0	19.375
1	4	146	4	0	18.5583333333333
1	4	146	5	0	18.0916666666667
1	4	146	6	0	19.15
1	4	146	7	0	23.2666666666667
1	4	146	8	0	29.225
1	4	146	9	0	31.1416666666667
1	4	146	10	0	33.275
1	4	146	11	0	35.3666666666667
1	4	146	12	0	36.4916666666667
1	4	146	13	0	37.9833333333333
1	4	146	14	0	39
1	4	146	15	0	38.8083333333333
1	4	146	16	0	38.4083333333333
1	4	146	17	0	37.6166666666667
1	4	146	18	0	36.75
1	4	146	19	0	33.15
1	4	146	20	0	31.15
1	4	146	21	0	29.4416666666667
1	4	146	22	0	28.0666666666667
1	4	146	23	0	26.9416666666667
1	4	147	0	0	25.8916666666667
1	4	147	1	0	25.35
1	4	147	2	0	24.6333333333333
1	4	147	3	0	24.4583333333333
1	4	147	4	0	24.4416666666667
1	4	147	5	0	23.9166666666667
1	4	147	6	0	24.5083333333333
1	4	147	7	0	26.0166666666667
1	4	147	8	0	27.7333333333333
1	4	147	9	0	30.1916666666667
1	4	147	10	0	32.7916666666667
1	4	147	11	0	34.45
1	4	147	12	0	36.375
1	4	147	13	0	37.1583333333333
1	4	147	14	0	37.6
1	4	147	15	0	38.2666666666667
1	4	147	16	0	37.8416666666667
1	4	147	17	0	38.0416666666667
1	4	147	18	0	36.7833333333333
1	4	147	19	0	33.1666666666667
1	4	147	20	0	32.5166666666667
1	4	147	21	0	30.4416666666667
1	4	147	22	0	29.1166666666667
1	4	147	23	0	27.7166666666667
1	4	148	0	0	27.5333333333333
1	4	148	1	0	25.875
1	4	148	2	0	24.9833333333333
1	4	148	3	0	25.2
1	4	148	4	0	26.0916666666667
1	4	148	5	0	24.95
1	4	148	6	0	24.3833333333333
1	4	148	7	0	25.725
1	4	148	8	0	27.8333333333333
1	4	148	9	0	29.8833333333333
1	4	148	10	0	31.575
1	4	148	11	0	33.25
1	4	148	12	0	34.3166666666667
1	4	148	13	0	35.4166666666667
1	4	148	14	0	36.4416666666667
1	4	148	15	0	36.9583333333333
1	4	148	16	0	36.9
1	4	148	17	0	36.55
1	4	148	18	0	35.3083333333333
1	4	148	19	2.2	28.3083333333333
1	4	148	20	0.1	24.4166666666667
1	4	148	21	0	24.225
1	4	148	22	0	24.0166666666667
1	4	148	23	0.1	23.9666666666667
1	4	149	0	0	23.8583333333333
1	4	149	1	0	23.6666666666667
1	4	149	2	0	23.2166666666667
1	4	149	3	0	22.3166666666667
1	4	149	4	0	20.9
1	4	149	5	0	20.9416666666667
1	4	149	6	0	22.175
1	4	149	7	0	24.8666666666667
1	4	149	8	0	27.8333333333333
1	4	149	9	0	28.2833333333333
1	4	149	10	0	31.7666666666667
1	4	149	11	0	33.475
1	4	149	12	0	34.7833333333333
1	4	149	13	0	35.5666666666667
1	4	149	14	0	35.5416666666667
1	4	149	15	0	32.1583333333333
1	4	149	16	0	28.7583333333333
1	4	149	17	0	27.5833333333333
1	4	149	18	0	26.7083333333333
1	4	149	19	0	25.1916666666667
1	4	149	20	0	24.125
1	4	149	21	0	24.325
1	4	149	22	0	25.1083333333333
1	4	149	23	0	25.2583333333333
1	4	150	0	0	23.6666666666667
1	4	150	1	0	23.0333333333333
1	4	150	2	0	22.5916666666667
1	4	150	3	0.6	20.8583333333333
1	4	150	4	0	21.1916666666667
1	4	150	5	0	21.175
1	4	150	6	0	21.4916666666667
1	4	150	7	0	22.5333333333333
1	4	150	8	0	23.7166666666667
1	4	150	9	0	25.3666666666667
1	4	150	10	0	29.1666666666667
1	4	150	11	0	32.45
1	4	150	12	0	34.2166666666667
1	4	150	13	0	34.0833333333333
1	4	150	14	0	35.25
1	4	150	15	0	34.725
1	4	150	16	0	33.9833333333333
1	4	150	17	0	34.0333333333333
1	4	150	18	0	33.875
1	4	150	19	0	31.975
1	4	150	20	0	29.8583333333333
1	4	150	21	0	27.6083333333333
1	4	150	22	0	25.6666666666667
1	4	150	23	0	24.5833333333333
1	4	151	0	0	23.4583333333333
1	4	151	1	0	22.425
1	4	151	2	0	22.075
1	4	151	3	0	22.0083333333333
1	4	151	4	0	21.525
1	4	151	5	0	21.8166666666667
1	4	151	6	0	22.0416666666667
1	4	151	7	0	23.6666666666667
1	4	151	8	0	26.375
1	4	151	9	0	28.05
1	4	151	10	0	30.5
1	4	151	11	0	33.025
1	4	151	12	0	34.6083333333333
1	4	151	13	0	36.275
1	4	151	14	0	37.0916666666667
1	4	151	15	0	37.0666666666667
1	4	151	16	0	36.9833333333333
1	4	151	17	0	36.1083333333333
1	4	151	18	0	35.2166666666667
1	4	151	19	0	32.5666666666667
1	4	151	20	0	30.4416666666667
1	4	151	21	0	29.1583333333333
1	4	151	22	0	27.2416666666667
1	4	151	23	0	25.925
1	4	152	0	0	24.6666666666667
1	4	152	1	0	23.4666666666667
1	4	152	2	0.1	21.9666666666667
1	4	152	3	0	21.45
1	4	152	4	0	21.1666666666667
1	4	152	5	0	20.4833333333333
1	4	152	6	0	20.225
1	4	152	7	0	22.5
1	4	152	8	0	26.1833333333333
1	4	152	9	0	28.6083333333333
1	4	152	10	0	29.875
1	4	152	11	0	31.575
1	4	152	12	0	33.2333333333333
1	4	152	13	0	34.425
1	4	152	14	0	35.9083333333333
1	4	152	15	0	36.7333333333333
1	4	152	16	0	36.7333333333333
1	4	152	17	0	36.4
1	4	152	18	0	35.1583333333333
1	4	152	19	0	32.525
1	4	152	20	0	30.9583333333333
1	4	152	21	0	30.35
1	4	152	22	0	28.65
1	4	152	23	0	27.6416666666667
1	5	153	0	0	26.5333333333333
1	5	153	1	0	25.35
1	5	153	2	0	22.65
1	5	153	3	0	22.6583333333333
1	5	153	4	0	21.3083333333333
1	5	153	5	0	20.9166666666667
1	5	153	6	0	20.3583333333333
1	5	153	7	0	23.875
1	5	153	8	0	26.2083333333333
1	5	153	9	0	27.8083333333333
1	5	153	10	0	29.4166666666667
1	5	153	11	0	31.425
1	5	153	12	0	33.1333333333333
1	5	153	13	0	34.6583333333333
1	5	153	14	0	35.6833333333333
1	5	153	15	0	36.6916666666667
1	5	153	16	0	36.8333333333333
1	5	153	17	0	36.9583333333333
1	5	153	18	0	35.1333333333333
1	5	153	19	0	32.575
1	5	153	20	0	29.3083333333333
1	5	153	21	0	27.2583333333333
1	5	153	22	0	26.275
1	5	153	23	0	23.6
1	5	154	0	0	23.3
1	5	154	1	0	23.6166666666667
1	5	154	2	0	23.6
1	5	154	3	0	23.8666666666667
1	5	154	4	0	23.8583333333333
1	5	154	5	0	23.6416666666667
1	5	154	6	0	23.075
1	5	154	7	0	24.5083333333333
1	5	154	8	0	26.3083333333333
1	5	154	9	0	28.4416666666667
1	5	154	10	0	31.1833333333333
1	5	154	11	0	33.1333333333333
1	5	154	12	0	33.25
1	5	154	13	0	32.175
1	5	154	14	0	31.6333333333333
1	5	154	15	0	32.0916666666667
1	5	154	16	0	32.7083333333333
1	5	154	17	0	32.6583333333333
1	5	154	18	0	31.6833333333333
1	5	154	19	0	30.075
1	5	154	20	0	28.875
1	5	154	21	0	27.9
1	5	154	22	0	26.9416666666667
1	5	154	23	0	25.75
1	5	155	0	0	24.9333333333333
1	5	155	1	0	23.95
1	5	155	2	0	23.1583333333333
1	5	155	3	0	22.6583333333333
1	5	155	4	0	22.2666666666667
1	5	155	5	0	21.8833333333333
1	5	155	6	0	21.4
1	5	155	7	0	23.5166666666667
1	5	155	8	0	27
1	5	155	9	0	29.975
1	5	155	10	0	31.9916666666667
1	5	155	11	0	32.7666666666667
1	5	155	12	0	31.3333333333333
1	5	155	13	0	30.2
1	5	155	14	0	30.35
1	5	155	15	0	31.3583333333333
1	5	155	16	0	31.8416666666667
1	5	155	17	0	31.425
1	5	155	18	0	30.8333333333333
1	5	155	19	0	29.4
1	5	155	20	0	28.325
1	5	155	21	0	27.55
1	5	155	22	0	27.0333333333333
1	5	155	23	0	25.9416666666667
1	5	156	0	0	24.5
1	5	156	1	0	24.05
1	5	156	2	0	22.675
1	5	156	3	0	22.925
1	5	156	4	0	22.6666666666667
1	5	156	5	0	22.1833333333333
1	5	156	6	0	21.8916666666667
1	5	156	7	0	24.3083333333333
1	5	156	8	0	25.875
1	5	156	9	0	26.4333333333333
1	5	156	10	0	28.3083333333333
1	5	156	11	0	29.0666666666667
1	5	156	12	0	25.8916666666667
1	5	156	13	0.5	22.55
1	5	156	14	3	20.9083333333333
1	5	156	15	0.8	21.0166666666667
1	5	156	16	0	23.475
1	5	156	17	0	24.7833333333333
1	5	156	18	0	24.35
1	5	156	19	0	23.3416666666667
1	5	156	20	0	22.2333333333333
1	5	156	21	0	22.1583333333333
1	5	156	22	0	22.675
1	5	156	23	11.3	20.825
1	5	157	0	1.8	19.025
1	5	157	1	0	19.2833333333333
1	5	157	2	0	19.8166666666667
1	5	157	3	3.5	19.1583333333333
1	5	157	4	0.4	18.4916666666667
1	5	157	5	1	18.775
1	5	157	6	0.6	18.8666666666667
1	5	157	7	0.4	19.1583333333333
1	5	157	8	0	20.0916666666667
1	5	157	9	0	20.525
1	5	157	10	0.5	20.1833333333333
1	5	157	11	0	21.35
1	5	157	12	0	22.8666666666667
1	5	157	13	0	24.7916666666667
1	5	157	14	0	23.2666666666667
1	5	157	15	0	23.95
1	5	157	16	0	22.7666666666667
1	5	157	17	3	21.2
1	5	157	18	0.2	21.4833333333333
1	5	157	19	1.8	20.4416666666667
1	5	157	20	0	20.1916666666667
1	5	157	21	0	20.0083333333333
1	5	157	22	0	19.675
1	5	157	23	0	19.55
1	5	158	0	0	19.3083333333333
1	5	158	1	0	18.9666666666667
1	5	158	2	0	18.7166666666667
1	5	158	3	0	18.225
1	5	158	4	0	17.9916666666667
1	5	158	5	0	17.625
1	5	158	6	0	17.625
1	5	158	7	0	18.725
1	5	158	8	0	20.525
1	5	158	9	0	22.1416666666667
1	5	158	10	0	23.15
1	5	158	11	0	24
1	5	158	12	0	25.1
1	5	158	13	0	26.3416666666667
1	5	158	14	0	27.7583333333333
1	5	158	15	0	28.9916666666667
1	5	158	16	0	29.3916666666667
1	5	158	17	0	28.8083333333333
1	5	158	18	0	27.8583333333333
1	5	158	19	0	25.6833333333333
1	5	158	20	0	24.4083333333333
1	5	158	21	0	23.175
1	5	158	22	0	22.575
1	5	158	23	0	21.05
1	5	159	0	0	19.8833333333333
1	5	159	1	0	18.8333333333333
1	5	159	2	0	17.7916666666667
1	5	159	3	0	17.2
1	5	159	4	0	16.6333333333333
1	5	159	5	0	16.0916666666667
1	5	159	6	0	16.1666666666667
1	5	159	7	0	18.775
1	5	159	8	0	22.3
1	5	159	9	0	24.725
1	5	159	10	0	26.5083333333333
1	5	159	11	0	27.45
1	5	159	12	0	29.0666666666667
1	5	159	13	0	30.2333333333333
1	5	159	14	0	29.9583333333333
1	5	159	15	0	31.3333333333333
1	5	159	16	0	31.0416666666667
1	5	159	17	0	29.9666666666667
1	5	159	18	0	29.3083333333333
1	5	159	19	0	27.6333333333333
1	5	159	20	0	26
1	5	159	21	0	24.3
1	5	159	22	0	22.6416666666667
1	5	159	23	0	20.875
1	5	160	0	0	19.775
1	5	160	1	0	18.8833333333333
1	5	160	2	0	18.2583333333333
1	5	160	3	0	17.375
1	5	160	4	0	16.5
1	5	160	5	0	15.7833333333333
1	5	160	6	0	15.6666666666667
1	5	160	7	0	18.1083333333333
1	5	160	8	0	21.5583333333333
1	5	160	9	0	24.425
1	5	160	10	0	26.675
1	5	160	11	0	28.4333333333333
1	5	160	12	0	30.2833333333333
1	5	160	13	0	31.4583333333333
1	5	160	14	0	32.0666666666667
1	5	160	15	0	32.8666666666667
1	5	160	16	0	32.6333333333333
1	5	160	17	0	32.5833333333333
1	5	160	18	0	31.625
1	5	160	19	0	28.9083333333333
1	5	160	20	0	25.25
1	5	160	21	0	22.4916666666667
1	5	160	22	0	20.8916666666667
1	5	160	23	0	19.4666666666667
1	5	161	0	0	18.2416666666667
1	5	161	1	0	17.2333333333333
1	5	161	2	0	16.2
1	5	161	3	0	14.6333333333333
1	5	161	4	0	14.125
1	5	161	5	0	13.525
1	5	161	6	0	13.4083333333333
1	5	161	7	0	16.1833333333333
1	5	161	8	0	19.975
1	5	161	9	0	22.7583333333333
1	5	161	10	0	25.7
1	5	161	11	0	27.05
1	5	161	12	0	28.5583333333333
1	5	161	13	0	29.975
1	5	161	14	0	30.9
1	5	161	15	0	31.225
1	5	161	16	0	31.7666666666667
1	5	161	17	0	30.8916666666667
1	5	161	18	0	29.1583333333333
1	5	161	19	0	26.65
1	5	161	20	0	25.0583333333333
1	5	161	21	0	23.5916666666667
1	5	161	22	0	21.8833333333333
1	5	161	23	0	20.3416666666667
1	5	162	0	0	19.1916666666667
1	5	162	1	0	18.025
1	5	162	2	0	16.375
1	5	162	3	0	15.325
1	5	162	4	0	14.3583333333333
1	5	162	5	0	13.7333333333333
1	5	162	6	0	13.4166666666667
1	5	162	7	0	17.525
1	5	162	8	0	22.275
1	5	162	9	0	24.7666666666667
1	5	162	10	0	26.4583333333333
1	5	162	11	0	28.125
1	5	162	12	0	29.7666666666667
1	5	162	13	0	31.175
1	5	162	14	0	31.8666666666667
1	5	162	15	0	32.4916666666667
1	5	162	16	0	32.2333333333333
1	5	162	17	0	32
1	5	162	18	0	31.3416666666667
1	5	162	19	0	27.85
1	5	162	20	0	24.35
1	5	162	21	0	23.8083333333333
1	5	162	22	0	22.15
1	5	162	23	0	20.8083333333333
1	5	163	0	0	19.8
1	5	163	1	0	18.7083333333333
1	5	163	2	0	17.925
1	5	163	3	0	17.6916666666667
1	5	163	4	0	16.7666666666667
1	5	163	5	0	15.9583333333333
1	5	163	6	0	16.3916666666667
1	5	163	7	0	18.95
1	5	163	8	0	22.5666666666667
1	5	163	9	0	26.2666666666667
1	5	163	10	0	28.3083333333333
1	5	163	11	0	29.8083333333333
1	5	163	12	0	30.7083333333333
1	5	163	13	0	31.975
1	5	163	14	0	33.2333333333333
1	5	163	15	0	33.5416666666667
1	5	163	16	0	33.4
1	5	163	17	0	33.5583333333333
1	5	163	18	0	32.6416666666667
1	5	163	19	0	29.7916666666667
1	5	163	20	0	26.675
1	5	163	21	0	26.1583333333333
1	5	163	22	0	24.425
1	5	163	23	0	22.575
1	5	164	0	0	20.775
1	5	164	1	0	20.025
1	5	164	2	0	19.4833333333333
1	5	164	3	0	18.9666666666667
1	5	164	4	0	18.7166666666667
1	5	164	5	0	18.1833333333333
1	5	164	6	0	18.025
1	5	164	7	0	20.0666666666667
1	5	164	8	0	23.85
1	5	164	9	0	27.425
1	5	164	10	0	29.6
1	5	164	11	0	31.675
1	5	164	12	0	33.5416666666667
1	5	164	13	0	34.2583333333333
1	5	164	14	0	35.475
1	5	164	15	0	36.0333333333333
1	5	164	16	0	36.3416666666667
1	5	164	17	0	36.0333333333333
1	5	164	18	0	34.85
1	5	164	19	0	32.2416666666667
1	5	164	20	0	30.275
1	5	164	21	0	28.1
1	5	164	22	0	26.7333333333333
1	5	164	23	0	26.2166666666667
1	5	165	0	0	25.55
1	5	165	1	0	24.6416666666667
1	5	165	2	0	23.8166666666667
1	5	165	3	0	23.75
1	5	165	4	0	23.2916666666667
1	5	165	5	0	22.9916666666667
1	5	165	6	0	23.2166666666667
1	5	165	7	0	24.3833333333333
1	5	165	8	0	27.95
1	5	165	9	0	31.625
1	5	165	10	0	33.425
1	5	165	11	0	35.05
1	5	165	12	0	36.7083333333333
1	5	165	13	0	37.55
1	5	165	14	0	38.2583333333333
1	5	165	15	0	38.1333333333333
1	5	165	16	0	37.25
1	5	165	17	0	37.2416666666667
1	5	165	18	0	36.7833333333333
1	5	165	19	0	33.5
1	5	165	20	0	31.0583333333333
1	5	165	21	0	29.325
1	5	165	22	0	28.3916666666667
1	5	165	23	0	27.1416666666667
1	5	166	0	0	25.5416666666667
1	5	166	1	0	24.7583333333333
1	5	166	2	0	24.2083333333333
1	5	166	3	0	23.3916666666667
1	5	166	4	0	23.1916666666667
1	5	166	5	0	23
1	5	166	6	0	23.1
1	5	166	7	0	25.275
1	5	166	8	0	27.8
1	5	166	9	0	32.1666666666667
1	5	166	10	0	34.9583333333333
1	5	166	11	0	36.2333333333333
1	5	166	12	0	37.3916666666667
1	5	166	13	0	38.35
1	5	166	14	0	38.875
1	5	166	15	0	39.05
1	5	166	16	0	38.7333333333333
1	5	166	17	0	38.95
1	5	166	18	0	36.5166666666667
1	5	166	19	0	32.7583333333333
1	5	166	20	0	30.85
1	5	166	21	0	29.4416666666667
1	5	166	22	0	28.4083333333333
1	5	166	23	0	27.425
1	5	167	0	0	26.0416666666667
1	5	167	1	0	25.6083333333333
1	5	167	2	0	26.2333333333333
1	5	167	3	0.4	23.1083333333333
1	5	167	4	0	24.7583333333333
1	5	167	5	0	24.3083333333333
1	5	167	6	0	23.35
1	5	167	7	0	25.3833333333333
1	5	167	8	0	27.8833333333333
1	5	167	9	0	29.5916666666667
1	5	167	10	0	31.2083333333333
1	5	167	11	0	32.9333333333333
1	5	167	12	0	34.475
1	5	167	13	0	34.55
1	5	167	14	0	34.9916666666667
1	5	167	15	0	36.4833333333333
1	5	167	16	0	35.7166666666667
1	5	167	17	0	36.0666666666667
1	5	167	18	0	35.2166666666667
1	5	167	19	0	32.6416666666667
1	5	167	20	0	31.5583333333333
1	5	167	21	0	30.7666666666667
1	5	167	22	0	28.5416666666667
1	5	167	23	0	26.425
1	5	168	0	0	26.0833333333333
1	5	168	1	0	25.625
1	5	168	2	0	23.9416666666667
1	5	168	3	0	23.4083333333333
1	5	168	4	0	24.8
1	5	168	5	0	23.9583333333333
1	5	168	6	0	23.9583333333333
1	5	168	7	0	25.3333333333333
1	5	168	8	0	26.4
1	5	168	9	0	27.9166666666667
1	5	168	10	0	29.4583333333333
1	5	168	11	0	31.425
1	5	168	12	0	32.6583333333333
1	5	168	13	0	33.1666666666667
1	5	168	14	0	32.6583333333333
1	5	168	15	0	32.8166666666667
1	5	168	16	0	32.95
1	5	168	17	0	33.4583333333333
1	5	168	18	0	32.1833333333333
1	5	168	19	0	30.9666666666667
1	5	168	20	0	29.2833333333333
1	5	168	21	0	26.7833333333333
1	5	168	22	0	26.3
1	5	168	23	0	25.6666666666667
1	5	169	0	0	24.5666666666667
1	5	169	1	0	23.2166666666667
1	5	169	2	0	22.5833333333333
1	5	169	3	0	22.525
1	5	169	4	0	22.3333333333333
1	5	169	5	0	22.2666666666667
1	5	169	6	0	22.0333333333333
1	5	169	7	0	23.7083333333333
1	5	169	8	0	25.675
1	5	169	9	0	27.2
1	5	169	10	0	27.275
1	5	169	11	0	27.2666666666667
1	5	169	12	0	28.9083333333333
1	5	169	13	0	30.6833333333333
1	5	169	14	0	31.4833333333333
1	5	169	15	0	30.5083333333333
1	5	169	16	0	31.1416666666667
1	5	169	17	0	31.7916666666667
1	5	169	18	0	31.0583333333333
1	5	169	19	0	29.175
1	5	169	20	0	26.6083333333333
1	5	169	21	0	27.4083333333333
1	5	169	22	0	26.575
1	5	169	23	0	25.5833333333333
1	5	170	0	0	24.4833333333333
1	5	170	1	0	24.0083333333333
1	5	170	2	0	23.4666666666667
1	5	170	3	0	22.5
1	5	170	4	0	22.0333333333333
1	5	170	5	0	22.9833333333333
1	5	170	6	0	22
1	5	170	7	0	24.3083333333333
1	5	170	8	0	25.7416666666667
1	5	170	9	0	27.6833333333333
1	5	170	10	0	28.6
1	5	170	11	0	30.4666666666667
1	5	170	12	0	31.5666666666667
1	5	170	13	0	31.9666666666667
1	5	170	14	0	33.5083333333333
1	5	170	15	0	34.275
1	5	170	16	0	34.7416666666667
1	5	170	17	0	35.1083333333333
1	5	170	18	0	30.2833333333333
1	5	170	19	0.3	24.6916666666667
1	5	170	20	0	25.7083333333333
1	5	170	21	2.5	23.85
1	5	170	22	2.1	21.725
1	5	170	23	0.3	22.875
1	5	171	0	0	22.6166666666667
1	5	171	1	0	21.8833333333333
1	5	171	2	0	22.6833333333333
1	5	171	3	0	21.175
1	5	171	4	0	20.7833333333333
1	5	171	5	0	19.6916666666667
1	5	171	6	0	20.5916666666667
1	5	171	7	0	23.45
1	5	171	8	0	25.7416666666667
1	5	171	9	0	28.9166666666667
1	5	171	10	0	30.9833333333333
1	5	171	11	0	32.3416666666667
1	5	171	12	0	34.1833333333333
1	5	171	13	0	35.4
1	5	171	14	0	34.7416666666667
1	5	171	15	0	36.175
1	5	171	16	0	36.45
1	5	171	17	0	35.1
1	5	171	18	0	29.425
1	5	171	19	0.2	24.55
1	5	171	20	0	23.5833333333333
1	5	171	21	0	23.0916666666667
1	5	171	22	0.4	21.5333333333333
1	5	171	23	0.5	20.6166666666667
1	5	172	0	0.1	20.4416666666667
1	5	172	1	0	19.1916666666667
1	5	172	2	0	18.7416666666667
1	5	172	3	0	18.825
1	5	172	4	0	18.7833333333333
1	5	172	5	0	19.4333333333333
1	5	172	6	0	19.7583333333333
1	5	172	7	0	22.5333333333333
1	5	172	8	0	26.3666666666667
1	5	172	9	0	29.4416666666667
1	5	172	10	0	31.1916666666667
1	5	172	11	0	32.45
1	5	172	12	0	32.9416666666667
1	5	172	13	0	31.6333333333333
1	5	172	14	0	30.3833333333333
1	5	172	15	0	30.65
1	5	172	16	0	31.675
1	5	172	17	0	30.8916666666667
1	5	172	18	0	30.5416666666667
1	5	172	19	0	29.3916666666667
1	5	172	20	0	28.0333333333333
1	5	172	21	1.5	25.0166666666667
1	5	172	22	10.1	18.0833333333333
1	5	172	23	0	18.85
1	5	173	0	0	19.25
1	5	173	1	0	19.3916666666667
1	5	173	2	0	19.65
1	5	173	3	0	19.6666666666667
1	5	173	4	0	19
1	5	173	5	0	17.7916666666667
1	5	173	6	0	17.125
1	5	173	7	0	20.4
1	5	173	8	0	23.4916666666667
1	5	173	9	0	25.6083333333333
1	5	173	10	0	27.55
1	5	173	11	0	30.1916666666667
1	5	173	12	0	31.5083333333333
1	5	173	13	0	33.0166666666667
1	5	173	14	0	33.75
1	5	173	15	0	34.0833333333333
1	5	173	16	0	34.3333333333333
1	5	173	17	0	34
1	5	173	18	0	33.95
1	5	173	19	0	31.1916666666667
1	5	173	20	0	28.925
1	5	173	21	0	28.0666666666667
1	5	173	22	0	25.7916666666667
1	5	173	23	0	23.35
1	5	174	0	0	22.3166666666667
1	5	174	1	0	21.825
1	5	174	2	0	21.0666666666667
1	5	174	3	0	20.8833333333333
1	5	174	4	0	21.0916666666667
1	5	174	5	0	20.85
1	5	174	6	0	20.8416666666667
1	5	174	7	0	22.0333333333333
1	5	174	8	0	24.525
1	5	174	9	0	27.8083333333333
1	5	174	10	0	30.75
1	5	174	11	0	32.5083333333333
1	5	174	12	0	33.475
1	5	174	13	0	34.3
1	5	174	14	0	34.525
1	5	174	15	0	34.75
1	5	174	16	0	33.825
1	5	174	17	6.5	24.6
1	5	174	18	0.4	22.7666666666667
1	5	174	19	0	22.2
1	5	174	20	0	22.9916666666667
1	5	174	21	0	22.2416666666667
1	5	174	22	0	21.9666666666667
1	5	174	23	0	21.0833333333333
1	5	175	0	0	22.5416666666667
1	5	175	1	0	22.8833333333333
1	5	175	2	0	22.1416666666667
1	5	175	3	0	21.35
1	5	175	4	0	21.0833333333333
1	5	175	5	0	20.5666666666667
1	5	175	6	0	21.65
1	5	175	7	0	22.925
1	5	175	8	0	25.2166666666667
1	5	175	9	0	26.4583333333333
1	5	175	10	0	27.6083333333333
1	5	175	11	0	30.2916666666667
1	5	175	12	0	32.1083333333333
1	5	175	13	0	34.05
1	5	175	14	0	32.45
1	5	175	15	0	26.825
1	5	175	16	2.1	23.55
1	5	175	17	2.7	20.8083333333333
1	5	175	18	0.6	20.6166666666667
1	5	175	19	0	21.875
1	5	175	20	0	22.2
1	5	175	21	0	22.6833333333333
1	5	175	22	0	22.4583333333333
1	5	175	23	0	22.05
1	5	176	0	0	22.4333333333333
1	5	176	1	0	22.7333333333333
1	5	176	2	0	22.725
1	5	176	3	0	21.9916666666667
1	5	176	4	0	20.5166666666667
1	5	176	5	0	20.0833333333333
1	5	176	6	0	20.25
1	5	176	7	0	21.6
1	5	176	8	0	23.7166666666667
1	5	176	9	0	27.7166666666667
1	5	176	10	0	29.7583333333333
1	5	176	11	0	31.3
1	5	176	12	0	32.1083333333333
1	5	176	13	0	29.525
1	5	176	14	0	26.0083333333333
1	5	176	15	0	27.2083333333333
1	5	176	16	0	27.8416666666667
1	5	176	17	0	28.9666666666667
1	5	176	18	0	28.6083333333333
1	5	176	19	0	26.525
1	5	176	20	0	24.175
1	5	176	21	0	23.3583333333333
1	5	176	22	0	24.3416666666667
1	5	176	23	0	23.5083333333333
1	5	177	0	0	22.3416666666667
1	5	177	1	0	22.4166666666667
1	5	177	2	0	21.0916666666667
1	5	177	3	0	20.1833333333333
1	5	177	4	0	19.05
1	5	177	5	0	18.875
1	5	177	6	0	19.275
1	5	177	7	0	21.7333333333333
1	5	177	8	0	23.9166666666667
1	5	177	9	0	27.3333333333333
1	5	177	10	0	28.675
1	5	177	11	0	30.4666666666667
1	5	177	12	0	31.5583333333333
1	5	177	13	0	32.5416666666667
1	5	177	14	0	32.6666666666667
1	5	177	15	0	32.0416666666667
1	5	177	16	0	31.8916666666667
1	5	177	17	0	32.0916666666667
1	5	177	18	0	29.6333333333333
1	5	177	19	0	27.1916666666667
1	5	177	20	0	26.4333333333333
1	5	177	21	0	25.3666666666667
1	5	177	22	0	24.7833333333333
1	5	177	23	0	24.0333333333333
1	5	178	0	0	23.2333333333333
1	5	178	1	0	22.0583333333333
1	5	178	2	0	21.2
1	5	178	3	0	20.4333333333333
1	5	178	4	0	20.0416666666667
1	5	178	5	0	19.9083333333333
1	5	178	6	0	19.8166666666667
1	5	178	7	0	21.5166666666667
1	5	178	8	0	22.35
1	5	178	9	0	23.1666666666667
1	5	178	10	0	25.8416666666667
1	5	178	11	0	28.5833333333333
1	5	178	12	0	30.9833333333333
1	5	178	13	0	32.1166666666667
1	5	178	14	0	32.8833333333333
1	5	178	15	0	33.4
1	5	178	16	0	33.9666666666667
1	5	178	17	0	34.0916666666667
1	5	178	18	0	32.85
1	5	178	19	0	30.2
1	5	178	20	0	27.075
1	5	178	21	0	26.9833333333333
1	5	178	22	0	25.925
1	5	178	23	0	25.2083333333333
1	5	179	0	0	24.575
1	5	179	1	0	23.7333333333333
1	5	179	2	0	22.3666666666667
1	5	179	3	0	20.4666666666667
1	5	179	4	0	19.9666666666667
1	5	179	5	0	20.1916666666667
1	5	179	6	0	20.5333333333333
1	5	179	7	0	21.0583333333333
1	5	179	8	0	23.1583333333333
1	5	179	9	0	28.075
1	5	179	10	0	29.9833333333333
1	5	179	11	0	31.25
1	5	179	12	0	33.2083333333333
1	5	179	13	0	34.45
1	5	179	14	0	35.025
1	5	179	15	0	35.4333333333333
1	5	179	16	0	35.75
1	5	179	17	0	35.425
1	5	179	18	0	34.125
1	5	179	19	0	31.9
1	5	179	20	0	30.3416666666667
1	5	179	21	0	29.4583333333333
1	5	179	22	0	28.225
1	5	179	23	0	27.025
1	5	180	0	0	26.1666666666667
1	5	180	1	0	25.4666666666667
1	5	180	2	0	24.1333333333333
1	5	180	3	0	22.9916666666667
1	5	180	4	0	21.975
1	5	180	5	0	21.625
