1496.310401	1496.310459	1496.300865	1496.300726	1496.300047	1496.290308	1496.290339	1496.28016	1496.280293	1496.270535	1496.260569	1496.250103	1496.240659	1496.230893	1496.220866	1496.21023	1496.200128	1496.190651	1496.180169	1496.170668	1496.160414	1496.150363	1496.140934	1496.130606	1496.120659	1496.110001	1496.100074	1496.090809	1496.070928	1496.050709
1496.310879	1496.310982	1496.310079	1496.300657	1496.300012	1496.290079	1496.290555	1496.280276	1496.280228	1496.270146	1496.260549	1496.25047	1496.240409	1496.24036	1496.230071	1496.220247	1496.210104	1496.200881	1496.190712	1496.180997	1496.170186	1496.160128	1496.150992	1496.140749	1496.130825	1496.120676	1496.110142	1496.100204	1496.090885	1496.070409
1496.320254	1496.32072	1496.310212	1496.31079	1496.300507	1496.290052	1496.290506	1496.28023	1496.280657	1496.270797	1496.260756	1496.260639	1496.250098	1496.24093	1496.230284	1496.230101	1496.22089	1496.210526	1496.200587	1496.200526	1496.190472	1496.180229	1496.170686	1496.170564	1496.160016	1496.150325	1496.140198	1496.140541	1496.12076	1496.100439
1496.330072	1496.320141	1496.320077	1496.3101	1496.300661	1496.300446	1496.290735	1496.28028	1496.280342	1496.270444	1496.260225	1496.260874	1496.250983	1496.25064	1496.240412	1496.240821	1496.230431	1496.230885	1496.220888	1496.220216	1496.22008	1496.210229	1496.210866	1496.200635	1496.200479	1496.190979	1496.190907	1496.180331	1496.170791	1496.150169
1496.340836	1496.330844	1496.330069	1496.320479	1496.310135	1496.300277	1496.290803	1496.280652	1496.270755	1496.270146	1496.260331	1496.260992	1496.260432	1496.260071	1496.250424	1496.250418	1496.250959	1496.250908	1496.250054	1496.250448	1496.240439	1496.240505	1496.240084	1496.240977	1496.240441	1496.230392	1496.230309	1496.230486	1496.220938	1496.200559
1496.350772	1496.340961	1496.340035	1496.33056	1496.310008	1496.300563	1496.290811	1496.280752	1496.270705	1496.270875	1496.260636	1496.26048	1496.260035	1496.260145	1496.270928	1496.270835	1496.270223	1496.270037	1496.270303	1496.270272	1496.270326	1496.270426	1496.270839	1496.280639	1496.280296	1496.280979	1496.280292	1496.280392	1496.270909	1496.250312
1496.36093	1496.350336	1496.3403	1496.330155	1496.320934	1496.310192	1496.290358	1496.280283	1496.270896	1496.27009	1496.260465	1496.270824	1496.270136	1496.27081	1496.280346	1496.280405	1496.280924	1496.290408	1496.290753	1496.30072	1496.300429	1496.300506	1496.310504	1496.31064	1496.32052	1496.320915	1496.320818	1496.320817	1496.320303	1496.300641
1496.370298	1496.360988	1496.3506	1496.340353	1496.330219	1496.310223	1496.300185	1496.280152	1496.270713	1496.270442	1496.270982	1496.270667	1496.270169	1496.280335	1496.290018	1496.290292	1496.300162	1496.310151	1496.310703	1496.320863	1496.330012	1496.330883	1496.34039	1496.350849	1496.350443	1496.360346	1496.370525	1496.370441	1496.37022	1496.350007
1496.380055	1496.380826	1496.36056	1496.350185	1496.330882	1496.320311	1496.300618	1496.29013	1496.280951	1496.270445	1496.270066	1496.280174	1496.280695	1496.290962	1496.300045	1496.31067	1496.320361	1496.33074	1496.34056	1496.340378	1496.350518	1496.360833	1496.370484	1496.380488	1496.390492	1496.400525	1496.410436	1496.410533	1496.410385	1496.390483
1496.400837	1496.390941	1496.380472	1496.360059	1496.350277	1496.330936	1496.310949	1496.300597	1496.290277	1496.28001	1496.280616	1496.280849	1496.29014	1496.300277	1496.310363	1496.32054	1496.330013	1496.34068	1496.35073	1496.37096	1496.380182	1496.390971	1496.40005	1496.410311	1496.420042	1496.430602	1496.440309	1496.440715	1496.440548	1496.430564
1496.420699	1496.410002	1496.40028	1496.380957	1496.360172	1496.350903	1496.330188	1496.310791	1496.300458	1496.290419	1496.290957	1496.300015	1496.31068	1496.320784	1496.330015	1496.340378	1496.350408	1496.360962	1496.370495	1496.380091	1496.390718	1496.400744	1496.420483	1496.430509	1496.440329	1496.450708	1496.46041	1496.470375	1496.460961	1496.450917
1496.440737	1496.43022	1496.420418	1496.400511	1496.380396	1496.370404	1496.350297	1496.330354	1496.320711	1496.310525	1496.310603	1496.310579	1496.32019	1496.330372	1496.340992	1496.35016	1496.370826	1496.380343	1496.390411	1496.400231	1496.410621	1496.420612	1496.430857	1496.440783	1496.450535	1496.460938	1496.470071	1496.48041	1496.480745	1496.460253
1496.460912	1496.46049	1496.440683	1496.430212	1496.410704	1496.390914	1496.370933	1496.350911	1496.340547	1496.330825	1496.330555	1496.330576	1496.340202	1496.350475	1496.36014	1496.370311	1496.380583	1496.390313	1496.400558	1496.410383	1496.420309	1496.430211	1496.440379	1496.45001	1496.460791	1496.470412	1496.480277	1496.490028	1496.490152	1496.470529
1496.49065	1496.48033	1496.470777	1496.450867	1496.430017	1496.410581	1496.390446	1496.370866	1496.360869	1496.350999	1496.350419	1496.350228	1496.360725	1496.370287	1496.380596	1496.390193	1496.400652	1496.410031	1496.410033	1496.420301	1496.430061	1496.440964	1496.450388	1496.46003	1496.470968	1496.480811	1496.49092	1496.490894	1496.490231	1496.480841
1496.510148	1496.510537	1496.490692	1496.470033	1496.460553	1496.440513	1496.420332	1496.400727	1496.380737	1496.37027	1496.370356	1496.370224	1496.380321	1496.390509	1496.400738	1496.400451	1496.410439	1496.420066	1496.430823	1496.440171	1496.440617	1496.4503	1496.460305	1496.470024	1496.480093	1496.490828	1496.490634	1496.500291	1496.500228	1496.480615
1496.54038	1496.530051	1496.520834	1496.500174	1496.480393	1496.460064	1496.440011	1496.420038	1496.400104	1496.390029	1496.390349	1496.390315	1496.400735	1496.410292	1496.410993	1496.420297	1496.430236	1496.430111	1496.440095	1496.450344	1496.460582	1496.460982	1496.47079	1496.480782	1496.480466	1496.490489	1496.500418	1496.500995	1496.500773	1496.490151
1496.560052	1496.56031	1496.540564	1496.520521	1496.500336	1496.480317	1496.460048	1496.440498	1496.430522	1496.420609	1496.41038	1496.410403	1496.420367	1496.420433	1496.430942	1496.440051	1496.440388	1496.450029	1496.460835	1496.460517	1496.470899	1496.470806	1496.480741	1496.490849	1496.490217	1496.500975	1496.500248	1496.510032	1496.500996	1496.490674
1496.590099	1496.580696	1496.57031	1496.550443	1496.530903	1496.510934	1496.49062	1496.470579	1496.450891	1496.440139	1496.430074	1496.430488	1496.440575	1496.440772	1496.450703	1496.450162	1496.460967	1496.460516	1496.470819	1496.47075	1496.480993	1496.480784	1496.490538	1496.500034	1496.500505	1496.510679	1496.510336	1496.510706	1496.51066	1496.500547
1496.610293	1496.610287	1496.590891	1496.570549	1496.550942	1496.530064	1496.510027	1496.490823	1496.47015	1496.460754	1496.450622	1496.450821	1496.460613	1496.460249	1496.460239	1496.470566	1496.470935	1496.480897	1496.480918	1496.490195	1496.490854	1496.500788	1496.500087	1496.500769	1496.510546	1496.510531	1496.520372	1496.52039	1496.51084	1496.500214
1496.640399	1496.630561	1496.620481	1496.600765	1496.580975	1496.550893	1496.530569	1496.510253	1496.490787	1496.480912	1496.480102	1496.470929	1496.480825	1496.480256	1496.480178	1496.490922	1496.490196	1496.490711	1496.50034	1496.500536	1496.500948	1496.510202	1496.510262	1496.510983	1496.520513	1496.520314	1496.520381	1496.520523	1496.520785	1496.510533
1496.66048	1496.660908	1496.640043	1496.620408	1496.60049	1496.580357	1496.560113	1496.530711	1496.520336	1496.500942	1496.500218	1496.490372	1496.490694	1496.500922	1496.500304	1496.500094	1496.500858	1496.510149	1496.510325	1496.510975	1496.510887	1496.520825	1496.520319	1496.520183	1496.520945	1496.53033	1496.530891	1496.530527	1496.520052	1496.510854
1496.690402	1496.680495	1496.670726	1496.650066	1496.620952	1496.600442	1496.580076	1496.560662	1496.540715	1496.520486	1496.520741	1496.510283	1496.510436	1496.52022	1496.520727	1496.520658	1496.5207	1496.520881	1496.520288	1496.520663	1496.530367	1496.530716	1496.530167	1496.530688	1496.530188	1496.530782	1496.530548	1496.530485	1496.530384	1496.520065
1496.720151	1496.710544	1496.690515	1496.670539	1496.650189	1496.620433	1496.600016	1496.580114	1496.560534	1496.550237	1496.540925	1496.530394	1496.530962	1496.530785	1496.530402	1496.530251	1496.530736	1496.540921	1496.540023	1496.540543	1496.540546	1496.540642	1496.540287	1496.540912	1496.540718	1496.54041	1496.540809	1496.540262	1496.530977	1496.520679
1496.740175	1496.7308	1496.720507	1496.700136	1496.670283	1496.65008	1496.620117	1496.60011	1496.580355	1496.57099	1496.560842	1496.550214	1496.55004	1496.55045	1496.55027	1496.550012	1496.550803	1496.550693	1496.550132	1496.550403	1496.550716	1496.550887	1496.550564	1496.550282	1496.550471	1496.550734	1496.550608	1496.540642	1496.540193	1496.530864
1496.770714	1496.760068	1496.740881	1496.720749	1496.700824	1496.670458	1496.650188	1496.630011	1496.610311	1496.590347	1496.58084	1496.570085	1496.570708	1496.5706	1496.570623	1496.570183	1496.570255	1496.560046	1496.560542	1496.560754	1496.560123	1496.560927	1496.560501	1496.560388	1496.5604	1496.550284	1496.550593	1496.550137	1496.5404	1496.530728
1496.790013	1496.780606	1496.770499	1496.740197	1496.720738	1496.700338	1496.670353	1496.650113	1496.630033	1496.61019	1496.600382	1496.59068	1496.590251	1496.590498	1496.590913	1496.580146	1496.580168	1496.580102	1496.580301	1496.570218	1496.570501	1496.570799	1496.57038	1496.570839	1496.560382	1496.560938	1496.560209	1496.550475	1496.550668	1496.540978
1496.820117	1496.81065	1496.790367	1496.770632	1496.740183	1496.720436	1496.690988	1496.67072	1496.650175	1496.630857	1496.620281	1496.61055	1496.610466	1496.610091	1496.600154	1496.60046	1496.600963	1496.590115	1496.590144	1496.590554	1496.58009	1496.580859	1496.580761	1496.570941	1496.570197	1496.570227	1496.560486	1496.560037	1496.550408	1496.540838
1496.840271	1496.830322	1496.820441	1496.79016	1496.770551	1496.740663	1496.720737	1496.690526	1496.670042	1496.66077	1496.640742	1496.630443	1496.630491	1496.620137	1496.620246	1496.620929	1496.610233	1496.610998	1496.60092	1496.600171	1496.590325	1496.590298	1496.590117	1496.580113	1496.580533	1496.570701	1496.570072	1496.560001	1496.560873	1496.54037
1496.870712	1496.860972	1496.840547	1496.820464	1496.790457	1496.770653	1496.740625	1496.72076	1496.700262	1496.680696	1496.660202	1496.660441	1496.650574	1496.64061	1496.64049	1496.630561	1496.630774	1496.620271	1496.620993	1496.610748	1496.600817	1496.600706	1496.590007	1496.590231	1496.580235	1496.580681	1496.570001	1496.560506	1496.560728	1496.540862
1496.890676	1496.880414	1496.870983	1496.840248	1496.820969	1496.790995	1496.770137	1496.740696	1496.72092	1496.700928	1496.690561	1496.680895	1496.67035	1496.660736	1496.650379	1496.650633	1496.640325	1496.630013	1496.630824	1496.620851	1496.610387	1496.60024	1496.600645	1496.590754	1496.580153	1496.580408	1496.57011	1496.560578	1496.550474	1496.540836
