year month day hour precipitation[mm] temperature[degC]
0 11 354 13 0 14.6156
0 11 354 14 0 15.5147
0 11 354 15 0 15.8214
0 11 354 16 0 15.5147
0 11 354 17 0 14.6156
0 11 354 18 0 13.1854
0 11 354 19 0 11.3214
0 11 354 20 0 9.15078
0 11 354 21 0 6.82141
0 11 354 22 0 4.49204
0 11 354 23 0 2.32141
0 11 355 0 0 0.446964
0 11 355 1 0 -0.983303
0 11 355 2 0 -1.88241
0 11 355 3 0 -2.18907
0 11 355 4 0 -1.88241
0 11 355 5 0 -0.983303
0 11 355 6 0 0.446964
0 11 355 7 0 2.31093
0 11 355 8 0 4.48155
0 11 355 9 0 6.81093
0 11 355 10 0 9.1403
0 11 355 11 0 11.3109
0 11 355 12 0 13.1749
0 11 355 13 0 14.6052
0 11 355 14 0 15.5043
0 11 355 15 0 15.8109
0 11 355 16 0 15.5043
0 11 355 17 0 14.6052
0 11 355 18 0 13.1749
0 11 355 19 0 11.3109
0 11 355 20 0 9.1403
0 11 355 21 0 6.81093
0 11 355 22 0 4.48155
0 11 355 23 0 2.31093
0 11 356 0 0 0.439973
0 11 356 1 0 -0.990295
0 11 356 2 0 -1.8894
0 11 356 3 0 -2.19607
0 11 356 4 0 -1.8894
0 11 356 5 0 -0.990295
0 11 356 6 0 0.439973
0 11 356 7 0 2.30393
0 11 356 8 0 4.47456
0 11 356 9 0 6.80393
0 11 356 10 0 9.1333
0 11 356 11 0 11.3039
0 11 356 12 0 13.1679
0 11 356 13 0 14.5982
0 11 356 14 0 15.4973
0 11 356 15 0 15.8039
0 11 356 16 0 15.4973
0 11 356 17 0 14.5982
0 11 356 18 0 13.1679
0 11 356 19 0 11.3039
0 11 356 20 0 9.1333
0 11 356 21 0 6.80393
0 11 356 22 0 4.47456
0 11 356 23 0 2.30393
0 11 357 0 0 0.436476
0 11 357 1 0 -0.993792
0 11 357 2 0 -1.8929
0 11 357 3 0 -2.19956
0 11 357 4 0 -1.8929
0 11 357 5 0 -0.993792
0 11 357 6 0 0.436476
0 11 357 7 0 2.30044
0 11 357 8 0 4.47107
0 11 357 9 0 6.80044
0 11 357 10 0 9.12981
0 11 357 11 0 11.3004
0 11 357 12 0 13.1644
0 11 357 13 0 14.5947
0 11 357 14 0 15.4938
0 11 357 15 0 15.8004
0 11 357 16 0 15.4938
0 11 357 17 0 14.5947
0 11 357 18 0 13.1644
0 11 357 19 0 11.3004
0 11 357 20 0 9.12981
0 11 357 21 0 6.80044
0 11 357 22 0 4.47107
0 11 357 23 0 2.30044
0 11 358 0 0 0.436476
0 11 358 1 0 -0.993792
0 11 358 2 0 -1.8929
0 11 358 3 0 -2.19956
0 11 358 4 0 -1.8929
0 11 358 5 0 -0.993792
0 11 358 6 0 0.436476
0 11 358 7 0 2.30044
0 11 358 8 0 4.47107
0 11 358 9 0 6.80044
0 11 358 10 0 9.12981
0 11 358 11 0 11.3004
0 11 358 12 0 13.1644
0 11 358 13 0 14.5947
0 11 358 14 0 15.4938
0 11 358 15 0 15.8004
0 11 358 16 0 15.4938
0 11 358 17 0 14.5947
0 11 358 18 0 13.1644
0 11 358 19 0 11.3004
0 11 358 20 0 9.12981
0 11 358 21 0 6.80044
0 11 358 22 0 4.47107
0 11 358 23 0 2.30044
0 11 359 0 0 0.439973
0 11 359 1 0 -0.990295
0 11 359 2 0 -1.8894
0 11 359 3 0 -2.19607
0 11 359 4 0 -1.8894
0 11 359 5 0 -0.990295
0 11 359 6 0 0.439973
0 11 359 7 0 2.30393
0 11 359 8 0 4.47456
0 11 359 9 0 6.80393
0 11 359 10 0 9.1333
0 11 359 11 0 11.3039
0 11 359 12 0 13.1679
0 11 359 13 0 14.5982
0 11 359 14 0 15.4973
0 11 359 15 0 15.8039
0 11 359 16 0 15.4973
0 11 359 17 0 14.5982
0 11 359 18 0 13.1679
0 11 359 19 0 11.3039
0 11 359 20 0 9.1333
0 11 359 21 0 6.80393
0 11 359 22 0 4.47456
0 11 359 23 0 2.30393
0 11 360 0 0 0.446964
0 11 360 1 0 -0.983303
0 11 360 2 0 -1.88241
0 11 360 3 0 -2.18907
0 11 360 4 0 -1.88241
0 11 360 5 0 -0.983303
0 11 360 6 0 0.446964
0 11 360 7 0 2.31093
0 11 360 8 0 4.48155
0 11 360 9 0 6.81093
0 11 360 10 0 9.1403
0 11 360 11 0 11.3109
0 11 360 12 0 13.1749
0 11 360 13 0 14.6052
0 11 360 14 0 15.5043
0 11 360 15 0 15.8109
0 11 360 16 0 15.5043
0 11 360 17 0 14.6052
0 11 360 18 0 13.1749
0 11 360 19 0 11.3109
0 11 360 20 0 9.1403
0 11 360 21 0 6.81093
0 11 360 22 0 4.48155
0 11 360 23 0 2.31093
0 11 361 0 0 0.45745
0 11 361 1 0 -0.972818
0 11 361 2 0 -1.87192
0 11 361 3 0 -2.17859
0 11 361 4 0 -1.87192
0 11 361 5 0 -0.972818
0 11 361 6 0 0.45745
0 11 361 7 0 2.32141
0 11 361 8 0 4.49204
0 11 361 9 0 6.82141
0 11 361 10 0 9.15078
0 11 361 11 0 11.3214
0 11 361 12 0 13.1854
0 11 361 13 0 14.6156
0 11 361 14 0 15.5147
0 11 361 15 0 15.8214
0 11 361 16 0 15.5147
0 11 361 17 0 14.6156
0 11 361 18 0 13.1854
0 11 361 19 0 11.3214
0 11 361 20 0 9.15078
0 11 361 21 0 6.82141
0 11 361 22 0 4.49204
0 11 361 23 0 2.32141
0 11 362 0 0 0.471425
0 11 362 1 0 -0.958842
0 11 362 2 0 -1.85795
0 11 362 3 0 -2.16461
0 11 362 4 0 -1.85795
0 11 362 5 0 -0.958842
0 11 362 6 0 0.471425
0 11 362 7 0 2.33539
0 11 362 8 0 4.50601
0 11 362 9 0 6.83539
0 11 362 10 0 9.16476
0 11 362 11 0 11.3354
0 11 362 12 0 13.1993
0 11 362 13 0 14.6296
0 11 362 14 0 15.5287
0 11 362 15 0 15.8354
0 11 362 16 0 15.5287
0 11 362 17 0 14.6296
0 11 362 18 0 13.1993
0 11 362 19 0 11.3354
0 11 362 20 0 9.16476
0 11 362 21 0 6.83539
0 11 362 22 0 4.50601
0 11 362 23 0 2.33539
0 11 363 0 0 0.488887
0 11 363 1 0 -0.941381
0 11 363 2 0 -1.84048
0 11 363 3 0 -2.14715
0 11 363 4 0 -1.84048
0 11 363 5 0 -0.941381
0 11 363 6 0 0.488887
0 11 363 7 0 2.35285
0 11 363 8 0 4.52348
0 11 363 9 0 6.85285
0 11 363 10 0 9.18222
0 11 363 11 0 11.3528
0 11 363 12 0 13.2168
0 11 363 13 0 14.6471
0 11 363 14 0 15.5462
0 11 363 15 0 15.8528
0 11 363 16 0 15.5462
0 11 363 17 0 14.6471
0 11 363 18 0 13.2168
0 11 363 19 0 11.3528
0 11 363 20 0 9.18222
0 11 363 21 0 6.85285
0 11 363 22 0 4.52348
0 11 363 23 0 2.35285
0 11 364 0 0 0.509829
0 11 364 1 0 -0.920438
0 11 364 2 0 -1.81954
0 11 364 3 0 -2.12621
0 11 364 4 0 -1.81954
0 11 364 5 0 -0.920438
0 11 364 6 0 0.509829
0 11 364 7 0 2.37379
0 11 364 8 0 4.54442
0 11 364 9 0 6.87379
0 11 364 10 0 9.20316
0 11 364 11 0 11.3738
0 11 364 12 0 13.2378
0 11 364 13 0 14.668
0 11 364 14 0 15.5671
0 11 364 15 0 15.8738
0 11 364 16 0 15.5671
0 11 364 17 0 14.668
0 11 364 18 0 13.2378
0 11 364 19 0 11.3738
0 11 364 20 0 9.20316
0 11 364 21 0 6.87379
0 11 364 22 0 4.54442
0 11 364 23 0 2.37379
1 0 0 0 0 0.534247
1 0 0 1 0 -0.896021
1 0 0 2 0 -1.79512
1 0 0 3 0 -2.10179
1 0 0 4 0 -1.79512
1 0 0 5 0 -0.896021
1 0 0 6 0 0.534247
1 0 0 7 0 2.39821
1 0 0 8 0 4.56884
1 0 0 9 0 6.89821
1 0 0 10 0 9.22758
1 0 0 11 0 11.3982
1 0 0 12 0 13.2622
1 0 0 13 0 14.6924
1 0 0 14 0 15.5915
1 0 0 15 0 15.8982
1 0 0 16 0 15.5915
1 0 0 17 0 14.6924
1 0 0 18 0 13.2622
1 0 0 19 0 11.3982
1 0 0 20 0 9.22758
1 0 0 21 0 6.89821
1 0 0 22 0 4.56884
1 0 0 23 0 2.39821
1 0 1 0 0 0.562131
1 0 1 1 0 -0.868136
1 0 1 2 0 -1.76724
1 0 1 3 0 -2.07391
1 0 1 4 0 -1.76724
1 0 1 5 0 -0.868136
1 0 1 6 0 0.562131
1 0 1 7 0 2.42609
1 0 1 8 0 4.59672
1 0 1 9 0 6.92609
1 0 1 10 0 9.25546
1 0 1 11 0 11.4261
1 0 1 12 0 13.2901
1 0 1 13 0 14.7203
1 0 1 14 0 15.6194
1 0 1 15 0 15.9261
1 0 1 16 0 15.6194
1 0 1 17 0 14.7203
1 0 1 18 0 13.2901
1 0 1 19 0 11.4261
1 0 1 20 0 9.25546
1 0 1 21 0 6.92609
1 0 1 22 0 4.59672
1 0 1 23 0 2.42609
1 0 2 0 0 0.593475
1 0 2 1 0 -0.836792
1 0 2 2 0 -1.7359
1 0 2 3 0 -2.04256
1 0 2 4 0 -1.7359
1 0 2 5 0 -0.836792
1 0 2 6 0 0.593475
1 0 2 7 0 2.45744
1 0 2 8 0 4.62806
1 0 2 9 0 6.95744
1 0 2 10 0 9.28681
1 0 2 11 0 11.4574
1 0 2 12 0 13.3214
1 0 2 13 0 14.7517
1 0 2 14 0 15.6508
1 0 2 15 0 15.9574
1 0 2 16 0 15.6508
1 0 2 17 0 14.7517
1 0 2 18 0 13.3214
1 0 2 19 0 11.4574
1 0 2 20 0 9.28681
1 0 2 21 0 6.95744
1 0 2 22 0 4.62806
1 0 2 23 0 2.45744
1 0 3 0 0 0.628269
1 0 3 1 0 -0.801998
1 0 3 2 0 -1.7011
1 0 3 3 0 -2.00777
1 0 3 4 0 -1.7011
1 0 3 5 0 -0.801998
1 0 3 6 0 0.628269
1 0 3 7 0 2.49223
1 0 3 8 0 4.66286
1 0 3 9 0 6.99223
1 0 3 10 0 9.3216
1 0 3 11 0 11.4922
1 0 3 12 0 13.3562
1 0 3 13 0 14.7865
1 0 3 14 0 15.6856
1 0 3 15 0 15.9922
1 0 3 16 0 15.6856
1 0 3 17 0 14.7865
1 0 3 18 0 13.3562
1 0 3 19 0 11.4922
1 0 3 20 0 9.3216
1 0 3 21 0 6.99223
1 0 3 22 0 4.66286
1 0 3 23 0 2.49223
1 0 4 0 0 0.666503
1 0 4 1 0 -0.763765
1 0 4 2 0 -1.66287
1 0 4 3 0 -1.96954
1 0 4 4 0 -1.66287
1 0 4 5 0 -0.763765
1 0 4 6 0 0.666503
1 0 4 7 0 2.53046
1 0 4 8 0 4.70109
1 0 4 9 0 7.03046
1 0 4 10 0 9.35984
1 0 4 11 0 11.5305
1 0 4 12 0 13.3944
1 0 4 13 0 14.8247
1 0 4 14 0 15.7238
1 0 4 15 0 16.0305
1 0 4 16 0 15.7238
1 0 4 17 0 14.8247
1 0 4 18 0 13.3944
1 0 4 19 0 11.5305
1 0 4 20 0 9.35984
1 0 4 21 0 7.03046
1 0 4 22 0 4.70109
1 0 4 23 0 2.53046
1 0 5 0 0 0.708165
1 0 5 1 0 -0.722103
1 0 5 2 0 -1.62121
1 0 5 3 0 -1.92787
1 0 5 4 0 -1.62121
1 0 5 5 0 -0.722103
1 0 5 6 0 0.708165
1 0 5 7 0 2.57213
1 0 5 8 0 4.74275
1 0 5 9 0 7.07213
1 0 5 10 0 9.4015
1 0 5 11 0 11.5721
1 0 5 12 0 13.4361
1 0 5 13 0 14.8664
1 0 5 14 0 15.7655
1 0 5 15 0 16.0721
1 0 5 16 0 15.7655
1 0 5 17 0 14.8664
1 0 5 18 0 13.4361
1 0 5 19 0 11.5721
1 0 5 20 0 9.4015
1 0 5 21 0 7.07213
1 0 5 22 0 4.74275
1 0 5 23 0 2.57213
1 0 6 0 0 0.753243
1 0 6 1 0 -0.677025
1 0 6 2 0 -1.57613
1 0 6 3 0 -1.8828
1 0 6 4 0 -1.57613
1 0 6 5 0 -0.677025
1 0 6 6 0 0.753243
1 0 6 7 0 2.6172
1 0 6 8 0 4.78783
1 0 6 9 0 7.1172
1 0 6 10 0 9.44658
1 0 6 11 0 11.6172
1 0 6 12 0 13.4812
1 0 6 13 0 14.9114
1 0 6 14 0 15.8105
1 0 6 15 0 16.1172
1 0 6 16 0 15.8105
1 0 6 17 0 14.9114
1 0 6 18 0 13.4812
1 0 6 19 0 11.6172
1 0 6 20 0 9.44658
1 0 6 21 0 7.1172
1 0 6 22 0 4.78783
1 0 6 23 0 2.6172
1 0 7 0 0 0.801723
1 0 7 1 0 -0.628545
1 0 7 2 0 -1.52765
1 0 7 3 0 -1.83432
1 0 7 4 0 -1.52765
1 0 7 5 0 -0.628545
1 0 7 6 0 0.801723
1 0 7 7 0 2.66568
1 0 7 8 0 4.83631
1 0 7 9 0 7.16568
1 0 7 10 0 9.49506
1 0 7 11 0 11.6657
1 0 7 12 0 13.5296
1 0 7 13 0 14.9599
1 0 7 14 0 15.859
1 0 7 15 0 16.1657
1 0 7 16 0 15.859
1 0 7 17 0 14.9599
1 0 7 18 0 13.5296
1 0 7 19 0 11.6657
1 0 7 20 0 9.49506
1 0 7 21 0 7.16568
1 0 7 22 0 4.83631
1 0 7 23 0 2.66568
1 0 8 0 0 0.853592
1 0 8 1 0 -0.576676
1 0 8 2 0 -1.47578
1 0 8 3 0 -1.78245
1 0 8 4 0 -1.47578
1 0 8 5 0 -0.576676
1 0 8 6 0 0.853592
1 0 8 7 0 2.71755
1 0 8 8 0 4.88818
1 0 8 9 0 7.21755
1 0 8 10 0 9.54692
1 0 8 11 0 11.7176
1 0 8 12 0 13.5815
1 0 8 13 0 15.0118
1 0 8 14 0 15.9109
1 0 8 15 0 16.2176
1 0 8 16 0 15.9109
1 0 8 17 0 15.0118
1 0 8 18 0 13.5815
1 0 8 19 0 11.7176
1 0 8 20 0 9.54692
1 0 8 21 0 7.21755
1 0 8 22 0 4.88818
1 0 8 23 0 2.71755
1 0 9 0 0 0.908833
1 0 9 1 0 -0.521434
1 0 9 2 0 -1.42054
1 0 9 3 0 -1.72721
1 0 9 4 0 -1.42054
1 0 9 5 0 -0.521434
1 0 9 6 0 0.908833
1 0 9 7 0 2.77279
1 0 9 8 0 4.94342
1 0 9 9 0 7.27279
1 0 9 10 0 9.60217
1 0 9 11 0 11.7728
1 0 9 12 0 13.6368
1 0 9 13 0 15.067
1 0 9 14 0 15.9661
1 0 9 15 0 16.2728
1 0 9 16 0 15.9661
1 0 9 17 0 15.067
1 0 9 18 0 13.6368
1 0 9 19 0 11.7728
1 0 9 20 0 9.60217
1 0 9 21 0 7.27279
1 0 9 22 0 4.94342
1 0 9 23 0 2.77279
1 0 10 0 0 0.967431
1 0 10 1 0 -0.462836
1 0 10 2 0 -1.36194
1 0 10 3 0 -1.66861
1 0 10 4 0 -1.36194
1 0 10 5 0 -0.462836
1 0 10 6 0 0.967431
1 0 10 7 0 2.83139
1 0 10 8 0 5.00202
1 0 10 9 0 7.33139
1 0 10 10 0 9.66076
1 0 10 11 0 11.8314
1 0 10 12 0 13.6954
1 0 10 13 0 15.1256
1 0 10 14 0 16.0247
1 0 10 15 0 16.3314
1 0 10 16 0 16.0247
1 0 10 17 0 15.1256
1 0 10 18 0 13.6954
1 0 10 19 0 11.8314
1 0 10 20 0 9.66076
1 0 10 21 0 7.33139
1 0 10 22 0 5.00202
1 0 10 23 0 2.83139
1 0 11 0 0 1.02937
1 0 11 1 0 -0.400899
1 0 11 2 0 -1.3
1 0 11 3 0 -1.60667
1 0 11 4 0 -1.3
1 0 11 5 0 -0.400899
1 0 11 6 0 1.02937
1 0 11 7 0 2.89333
1 0 11 8 0 5.06396
1 0 11 9 0 7.39333
1 0 11 10 0 9.7227
1 0 11 11 0 11.8933
1 0 11 12 0 13.7573
1 0 11 13 0 15.1876
1 0 11 14 0 16.0867
1 0 11 15 0 16.3933
1 0 11 16 0 16.0867
1 0 11 17 0 15.1876
1 0 11 18 0 13.7573
1 0 11 19 0 11.8933
1 0 11 20 0 9.7227
1 0 11 21 0 7.39333
1 0 11 22 0 5.06396
1 0 11 23 0 2.89333
1 0 12 0 0 1.09463
1 0 12 1 0 -0.335641
1 0 12 2 0 -1.23475
1 0 12 3 0 -1.54141
1 0 12 4 0 -1.23475
1 0 12 5 0 -0.335641
1 0 12 6 0 1.09463
1 0 12 7 0 2.95859
1 0 12 8 0 5.12922
1 0 12 9 0 7.45859
1 0 12 10 0 9.78796
1 0 12 11 0 11.9586
1 0 12 12 0 13.8225
1 0 12 13 0 15.2528
1 0 12 14 0 16.1519
1 0 12 15 0 16.4586
1 0 12 16 0 16.1519
1 0 12 17 0 15.2528
1 0 12 18 0 13.8225
1 0 12 19 0 11.9586
1 0 12 20 0 9.78796
1 0 12 21 0 7.45859
1 0 12 22 0 5.12922
1 0 12 23 0 2.95859
1 0 13 0 0 1.16319
1 0 13 1 0 -0.267082
1 0 13 2 0 -1.16619
1 0 13 3 0 -1.47285
1 0 13 4 0 -1.16619
1 0 13 5 0 -0.267082
1 0 13 6 0 1.16319
1 0 13 7 0 3.02715
1 0 13 8 0 5.19778
1 0 13 9 0 7.52715
1 0 13 10 0 9.85652
1 0 13 11 0 12.0271
1 0 13 12 0 13.8911
1 0 13 13 0 15.3214
1 0 13 14 0 16.2205
1 0 13 15 0 16.5271
1 0 13 16 0 16.2205
1 0 13 17 0 15.3214
1 0 13 18 0 13.8911
1 0 13 19 0 12.0271
1 0 13 20 0 9.85652
1 0 13 21 0 7.52715
1 0 13 22 0 5.19778
1 0 13 23 0 3.02715
1 0 14 0 0 1.23503
1 0 14 1 0 -0.195241
1 0 14 2 0 -1.09435
1 0 14 3 0 -1.40101
1 0 14 4 0 -1.09435
1 0 14 5 0 -0.195241
1 0 14 6 0 1.23503
1 0 14 7 0 3.09899
1 0 14 8 0 5.26962
1 0 14 9 0 7.59899
1 0 14 10 0 9.92836
1 0 14 11 0 12.099
1 0 14 12 0 13.9629
1 0 14 13 0 15.3932
1 0 14 14 0 16.2923
1 0 14 15 0 16.599
1 0 14 16 0 16.2923
1 0 14 17 0 15.3932
1 0 14 18 0 13.9629
1 0 14 19 0 12.099
1 0 14 20 0 9.92836
1 0 14 21 0 7.59899
1 0 14 22 0 5.26962
1 0 14 23 0 3.09899
1 0 15 0 0 1.31013
1 0 15 1 0 -0.120141
1 0 15 2 0 -1.01924
1 0 15 3 0 -1.32591
1 0 15 4 0 -1.01924
1 0 15 5 0 -0.120141
1 0 15 6 0 1.31013
1 0 15 7 0 3.17409
1 0 15 8 0 5.34472
1 0 15 9 0 7.67409
1 0 15 10 0 10.0035
1 0 15 11 0 12.1741
1 0 15 12 0 14.038
1 0 15 13 0 15.4683
1 0 15 14 0 16.3674
1 0 15 15 0 16.6741
1 0 15 16 0 16.3674
1 0 15 17 0 15.4683
1 0 15 18 0 14.038
1 0 15 19 0 12.1741
1 0 15 20 0 10.0035
1 0 15 21 0 7.67409
1 0 15 22 0 5.34472
1 0 15 23 0 3.17409
1 0 16 0 0 1.38846
1 0 16 1 0 -0.0418031
1 0 16 2 0 -0.940907
1 0 16 3 0 -1.24757
1 0 16 4 0 -0.940907
1 0 16 5 0 -0.0418031
1 0 16 6 0 1.38846
1 0 16 7 0 3.25243
1 0 16 8 0 5.42305
1 0 16 9 0 7.75243
1 0 16 10 0 10.0818
1 0 16 11 0 12.2524
1 0 16 12 0 14.1164
1 0 16 13 0 15.5467
1 0 16 14 0 16.4458
1 0 16 15 0 16.7524
1 0 16 16 0 16.4458
1 0 16 17 0 15.5467
1 0 16 18 0 14.1164
1 0 16 19 0 12.2524
1 0 16 20 0 10.0818
1 0 16 21 0 7.75243
1 0 16 22 0 5.42305
1 0 16 23 0 3.25243
1 0 17 0 0 1.47002
1 0 17 1 0 0.0397492
1 0 17 2 0 -0.859355
1 0 17 3 0 -1.16602
1 0 17 4 0 -0.859355
1 0 17 5 0 0.0397492
1 0 17 6 0 1.47002
1 0 17 7 0 3.33398
1 0 17 8 0 5.50461
1 0 17 9 0 7.83398
1 0 17 10 0 10.1633
1 0 17 11 0 12.334
1 0 17 12 0 14.1979
1 0 17 13 0 15.6282
1 0 17 14 0 16.5273
1 0 17 15 0 16.834
1 0 17 16 0 16.5273
1 0 17 17 0 15.6282
1 0 17 18 0 14.1979
1 0 17 19 0 12.334
1 0 17 20 0 10.1633
1 0 17 21 0 7.83398
1 0 17 22 0 5.50461
1 0 17 23 0 3.33398
1 0 18 0 0 1.55476
1 0 18 1 0 0.124492
1 0 18 2 0 -0.774612
1 0 18 3 0 -1.08128
1 0 18 4 0 -0.774612
1 0 18 5 0 0.124492
1 0 18 6 0 1.55476
1 0 18 7 0 3.41872
1 0 18 8 0 5.58935
1 0 18 9 0 7.91872
1 0 18 10 0 10.2481
1 0 18 11 0 12.4187
1 0 18 12 0 14.2827
1 0 18 13 0 15.7129
1 0 18 14 0 16.6121
1 0 18 15 0 16.9187
1 0 18 16 0 16.6121
1 0 18 17 0 15.7129
1 0 18 18 0 14.2827
1 0 18 19 0 12.4187
1 0 18 20 0 10.2481
1 0 18 21 0 7.91872
1 0 18 22 0 5.58935
1 0 18 23 0 3.41872
1 0 19 0 0 1.64267
1 0 19 1 0 0.212399
1 0 19 2 0 -0.686704
1 0 19 3 0 -0.993372
1 0 19 4 0 -0.686704
1 0 19 5 0 0.212399
1 0 19 6 0 1.64267
1 0 19 7 0 3.50663
1 0 19 8 0 5.67726
1 0 19 9 0 8.00663
1 0 19 10 0 10.336
1 0 19 11 0 12.5066
1 0 19 12 0 14.3706
1 0 19 13 0 15.8009
1 0 19 14 0 16.7
1 0 19 15 0 17.0066
1 0 19 16 0 16.7
1 0 19 17 0 15.8009
1 0 19 18 0 14.3706
1 0 19 19 0 12.5066
1 0 19 20 0 10.336
1 0 19 21 0 8.00663
1 0 19 22 0 5.67726
1 0 19 23 0 3.50663
1 0 20 0 0 1.73371
1 0 20 1 0 0.303446
1 0 20 2 0 -0.595658
1 0 20 3 0 -0.902325
1 0 20 4 0 -0.595658
1 0 20 5 0 0.303446
1 0 20 6 0 1.73371
1 0 20 7 0 3.59767
1 0 20 8 0 5.7683
1 0 20 9 0 8.09767
1 0 20 10 0 10.427
1 0 20 11 0 12.5977
1 0 20 12 0 14.4616
1 0 20 13 0 15.8919
1 0 20 14 0 16.791
1 0 20 15 0 17.0977
1 0 20 16 0 16.791
1 0 20 17 0 15.8919
1 0 20 18 0 14.4616
1 0 20 19 0 12.5977
1 0 20 20 0 10.427
1 0 20 21 0 8.09767
1 0 20 22 0 5.7683
1 0 20 23 0 3.59767
1 0 21 0 0 1.82787
1 0 21 1 0 0.397605
1 0 21 2 0 -0.501499
1 0 21 3 0 -0.808167
1 0 21 4 0 -0.501499
1 0 21 5 0 0.397605
1 0 21 6 0 1.82787
1 0 21 7 0 3.69183
1 0 21 8 0 5.86246
1 0 21 9 0 8.19183
1 0 21 10 0 10.5212
1 0 21 11 0 12.6918
1 0 21 12 0 14.5558
1 0 21 13 0 15.9861
1 0 21 14 0 16.8852
1 0 21 15 0 17.1918
1 0 21 16 0 16.8852
1 0 21 17 0 15.9861
1 0 21 18 0 14.5558
1 0 21 19 0 12.6918
1 0 21 20 0 10.5212
1 0 21 21 0 8.19183
1 0 21 22 0 5.86246
1 0 21 23 0 3.69183
1 0 22 0 0 1.92512
1 0 22 1 0 0.494848
1 0 22 2 0 -0.404256
1 0 22 3 0 -0.710924
1 0 22 4 0 -0.404256
1 0 22 5 0 0.494848
1 0 22 6 0 1.92512
1 0 22 7 0 3.78908
1 0 22 8 0 5.9597
1 0 22 9 0 8.28908
1 0 22 10 0 10.6184
1 0 22 11 0 12.7891
1 0 22 12 0 14.653
1 0 22 13 0 16.0833
1 0 22 14 0 16.9824
1 0 22 15 0 17.2891
1 0 22 16 0 16.9824
1 0 22 17 0 16.0833
1 0 22 18 0 14.653
1 0 22 19 0 12.7891
1 0 22 20 0 10.6184
1 0 22 21 0 8.28908
1 0 22 22 0 5.9597
1 0 22 23 0 3.78908
1 0 23 0 0 2.02541
1 0 23 1 0 0.595146
1 0 23 2 0 -0.303958
1 0 23 3 0 -0.610626
1 0 23 4 0 -0.303958
1 0 23 5 0 0.595146
1 0 23 6 0 2.02541
1 0 23 7 0 3.88937
1 0 23 8 0 6.06
1 0 23 9 0 8.38937
1 0 23 10 0 10.7187
1 0 23 11 0 12.8894
1 0 23 12 0 14.7533
1 0 23 13 0 16.1836
1 0 23 14 0 17.0827
1 0 23 15 0 17.3894
1 0 23 16 0 17.0827
1 0 23 17 0 16.1836
1 0 23 18 0 14.7533
1 0 23 19 0 12.8894
1 0 23 20 0 10.7187
1 0 23 21 0 8.38937
1 0 23 22 0 6.06
1 0 23 23 0 3.88937
1 0 24 0 0 2.12874
1 0 24 1 0 0.69847
1 0 24 2 0 -0.200634
1 0 24 3 0 -0.507302
1 0 24 4 0 -0.200634
1 0 24 5 0 0.69847
1 0 24 6 0 2.12874
1 0 24 7 0 3.9927
1 0 24 8 0 6.16333
1 0 24 9 0 8.4927
1 0 24 10 0 10.8221
1 0 24 11 0 12.9927
1 0 24 12 0 14.8567
1 0 24 13 0 16.2869
1 0 24 14 0 17.186
1 0 24 15 0 17.4927
1 0 24 16 0 17.186
1 0 24 17 0 16.2869
1 0 24 18 0 14.8567
1 0 24 19 0 12.9927
1 0 24 20 0 10.8221
1 0 24 21 0 8.4927
1 0 24 22 0 6.16333
1 0 24 23 0 3.9927
1 0 25 0 0 2.23506
1 0 25 1 0 0.804788
1 0 25 2 0 -0.0943153
1 0 25 3 0 -0.400983
1 0 25 4 0 -0.0943153
1 0 25 5 0 0.804788
1 0 25 6 0 2.23506
1 0 25 7 0 4.09902
1 0 25 8 0 6.26965
1 0 25 9 0 8.59902
1 0 25 10 0 10.9284
1 0 25 11 0 13.099
1 0 25 12 0 14.963
1 0 25 13 0 16.3932
1 0 25 14 0 17.2923
1 0 25 15 0 17.599
1 0 25 16 0 17.2923
1 0 25 17 0 16.3932
1 0 25 18 0 14.963
1 0 25 19 0 13.099
1 0 25 20 0 10.9284
1 0 25 21 0 8.59902
1 0 25 22 0 6.26965
1 0 25 23 0 4.09902
1 0 26 0 0 2.34434
1 0 26 1 0 0.914071
1 0 26 2 0 0.014967
1 0 26 3 0 -0.291701
1 0 26 4 0 0.014967
1 0 26 5 0 0.914071
1 0 26 6 0 2.34434
1 0 26 7 0 4.2083
1 0 26 8 0 6.37893
1 0 26 9 0 8.7083
1 0 26 10 0 11.0377
1 0 26 11 0 13.2083
1 0 26 12 0 15.0723
1 0 26 13 0 16.5025
1 0 26 14 0 17.4016
1 0 26 15 0 17.7083
1 0 26 16 0 17.4016
1 0 26 17 0 16.5025
1 0 26 18 0 15.0723
1 0 26 19 0 13.2083
1 0 26 20 0 11.0377
1 0 26 21 0 8.7083
1 0 26 22 0 6.37893
1 0 26 23 0 4.2083
1 0 27 0 0 2.45655
1 0 27 1 0 1.02628
1 0 27 2 0 0.127181
1 0 27 3 0 -0.179487
1 0 27 4 0 0.127181
1 0 27 5 0 1.02628
1 0 27 6 0 2.45655
1 0 27 7 0 4.32051
1 0 27 8 0 6.49114
1 0 27 9 0 8.82051
1 0 27 10 0 11.1499
1 0 27 11 0 13.3205
1 0 27 12 0 15.1845
1 0 27 13 0 16.6147
1 0 27 14 0 17.5138
1 0 27 15 0 17.8205
1 0 27 16 0 17.5138
1 0 27 17 0 16.6147
1 0 27 18 0 15.1845
1 0 27 19 0 13.3205
1 0 27 20 0 11.1499
1 0 27 21 0 8.82051
1 0 27 22 0 6.49114
