year month day hour precipitation[mm] temperature[degC]
0 0 0 0 0 0.534247
0 0 0 1 0 -0.896021
0 0 0 2 0 -1.79512
0 0 0 3 0 -2.10179
0 0 0 4 0 -1.79512
0 0 0 5 0 -0.896021
0 0 0 6 0 0.534247
0 0 0 7 0 2.39821
0 0 0 8 0 4.56884
0 0 0 9 0 6.89821
0 0 0 10 0 9.22758
0 0 0 11 0 11.3982
0 0 0 12 0 13.2622
0 0 0 13 0 14.6924
0 0 0 14 0 15.5915
0 0 0 15 0 15.8982
0 0 0 16 0 15.5915
0 0 0 17 0 14.6924
0 0 0 18 0 13.2622
0 0 0 19 0 11.3982
0 0 0 20 0 9.22758
0 0 0 21 0 6.89821
0 0 0 22 0 4.56884
0 0 0 23 0 2.39821
0 0 1 0 0 0.562131
0 0 1 1 0 -0.868136
0 0 1 2 0 -1.76724
0 0 1 3 0 -2.07391
0 0 1 4 0 -1.76724
0 0 1 5 0 -0.868136
0 0 1 6 0 0.562131
0 0 1 7 0 2.42609
0 0 1 8 0 4.59672
0 0 1 9 0 6.92609
0 0 1 10 0 9.25546
0 0 1 11 0 11.4261
0 0 1 12 0 13.2901
0 0 1 13 0 14.7203
0 0 1 14 0 15.6194
0 0 1 15 0 15.9261
0 0 1 16 0 15.6194
0 0 1 17 0 14.7203
0 0 1 18 0 13.2901
0 0 1 19 0 11.4261
0 0 1 20 0 9.25546
0 0 1 21 0 6.92609
0 0 1 22 0 4.59672
0 0 1 23 0 2.42609
0 0 2 0 0 0.593475
0 0 2 1 0 -0.836792
0 0 2 2 0 -1.7359
0 0 2 3 0 -2.04256
0 0 2 4 0 -1.7359
0 0 2 5 0 -0.836792
0 0 2 6 0 0.593475
0 0 2 7 0 2.45744
0 0 2 8 0 4.62806
0 0 2 9 0 6.95744
0 0 2 10 0 9.28681
0 0 2 11 0 11.4574
0 0 2 12 0 13.3214
0 0 2 13 0 14.7517
0 0 2 14 0 15.6508
0 0 2 15 0 15.9574
0 0 2 16 0 15.6508
0 0 2 17 0 14.7517
0 0 2 18 0 13.3214
0 0 2 19 0 11.4574
0 0 2 20 0 9.28681
0 0 2 21 0 6.95744
0 0 2 22 0 4.62806
0 0 2 23 0 2.45744
0 0 3 0 0 0.628269
0 0 3 1 0 -0.801998
0 0 3 2 0 -1.7011
0 0 3 3 0 -2.00777
0 0 3 4 0 -1.7011
0 0 3 5 0 -0.801998
0 0 3 6 0 0.628269
0 0 3 7 0 2.49223
0 0 3 8 0 4.66286
0 0 3 9 0 6.99223
0 0 3 10 0 9.3216
0 0 3 11 0 11.4922
0 0 3 12 0 13.3562
0 0 3 13 0 14.7865
0 0 3 14 0 15.6856
0 0 3 15 0 15.9922
0 0 3 16 0 15.6856
0 0 3 17 0 14.7865
0 0 3 18 0 13.3562
0 0 3 19 0 11.4922
0 0 3 20 0 9.3216
0 0 3 21 0 6.99223
0 0 3 22 0 4.66286
0 0 3 23 0 2.49223
0 0 4 0 0 0.666503
0 0 4 1 0 -0.763765
0 0 4 2 0 -1.66287
0 0 4 3 0 -1.96954
0 0 4 4 0 -1.66287
0 0 4 5 0 -0.763765
0 0 4 6 0 0.666503
0 0 4 7 0 2.53046
0 0 4 8 0 4.70109
0 0 4 9 0 7.03046
0 0 4 10 0 9.35984
0 0 4 11 0 11.5305
0 0 4 12 0 13.3944
0 0 4 13 0 14.8247
0 0 4 14 0 15.7238
0 0 4 15 0 16.0305
0 0 4 16 0 15.7238
0 0 4 17 0 14.8247
0 0 4 18 0 13.3944
0 0 4 19 0 11.5305
0 0 4 20 0 9.35984
0 0 4 21 0 7.03046
0 0 4 22 0 4.70109
0 0 4 23 0 2.53046
0 0 5 0 0 0.708165
0 0 5 1 0 -0.722103
0 0 5 2 0 -1.62121
0 0 5 3 0 -1.92787
0 0 5 4 0 -1.62121
0 0 5 5 0 -0.722103
0 0 5 6 0 0.708165
0 0 5 7 0 2.57213
0 0 5 8 0 4.74275
0 0 5 9 0 7.07213
0 0 5 10 0 9.4015
0 0 5 11 0 11.5721
0 0 5 12 0 13.4361
0 0 5 13 0 14.8664
0 0 5 14 0 15.7655
0 0 5 15 0 16.0721
0 0 5 16 0 15.7655
0 0 5 17 0 14.8664
0 0 5 18 0 13.4361
0 0 5 19 0 11.5721
0 0 5 20 0 9.4015
0 0 5 21 0 7.07213
0 0 5 22 0 4.74275
0 0 5 23 0 2.57213
0 0 6 0 0 0.753243
0 0 6 1 0 -0.677025
0 0 6 2 0 -1.57613
0 0 6 3 0 -1.8828
0 0 6 4 0 -1.57613
0 0 6 5 0 -0.677025
0 0 6 6 0 0.753243
0 0 6 7 0 2.6172
0 0 6 8 0 4.78783
0 0 6 9 0 7.1172
0 0 6 10 0 9.44658
0 0 6 11 0 11.6172
0 0 6 12 0 13.4812
0 0 6 13 0 14.9114
0 0 6 14 0 15.8105
0 0 6 15 0 16.1172
0 0 6 16 0 15.8105
0 0 6 17 0 14.9114
0 0 6 18 0 13.4812
0 0 6 19 0 11.6172
0 0 6 20 0 9.44658
0 0 6 21 0 7.1172
0 0 6 22 0 4.78783
0 0 6 23 0 2.6172
0 0 7 0 0 0.801723
0 0 7 1 0 -0.628545
0 0 7 2 0 -1.52765
0 0 7 3 0 -1.83432
0 0 7 4 0 -1.52765
0 0 7 5 0 -0.628545
0 0 7 6 0 0.801723
0 0 7 7 0 2.66568
0 0 7 8 0 4.83631
0 0 7 9 0 7.16568
0 0 7 10 0 9.49506
0 0 7 11 0 11.6657
0 0 7 12 0 13.5296
0 0 7 13 0 14.9599
0 0 7 14 0 15.859
0 0 7 15 0 16.1657
0 0 7 16 0 15.859
0 0 7 17 0 14.9599
0 0 7 18 0 13.5296
0 0 7 19 0 11.6657
0 0 7 20 0 9.49506
0 0 7 21 0 7.16568
0 0 7 22 0 4.83631
0 0 7 23 0 2.66568
0 0 8 0 0 0.853592
0 0 8 1 0 -0.576676
0 0 8 2 0 -1.47578
0 0 8 3 0 -1.78245
0 0 8 4 0 -1.47578
0 0 8 5 0 -0.576676
0 0 8 6 0 0.853592
0 0 8 7 0 2.71755
0 0 8 8 0 4.88818
0 0 8 9 0 7.21755
0 0 8 10 0 9.54692
0 0 8 11 0 11.7176
0 0 8 12 0 13.5815
0 0 8 13 0 15.0118
0 0 8 14 0 15.9109
0 0 8 15 0 16.2176
0 0 8 16 0 15.9109
0 0 8 17 0 15.0118
0 0 8 18 0 13.5815
0 0 8 19 0 11.7176
0 0 8 20 0 9.54692
0 0 8 21 0 7.21755
0 0 8 22 0 4.88818
0 0 8 23 0 2.71755
0 0 9 0 0 0.908833
0 0 9 1 0 -0.521434
0 0 9 2 0 -1.42054
0 0 9 3 0 -1.72721
0 0 9 4 0 -1.42054
0 0 9 5 0 -0.521434
0 0 9 6 0 0.908833
0 0 9 7 0 2.77279
0 0 9 8 0 4.94342
0 0 9 9 0 7.27279
0 0 9 10 0 9.60217
0 0 9 11 0 11.7728
0 0 9 12 0 13.6368
0 0 9 13 0 15.067
0 0 9 14 0 15.9661
0 0 9 15 0 16.2728
0 0 9 16 0 15.9661
0 0 9 17 0 15.067
0 0 9 18 0 13.6368
0 0 9 19 0 11.7728
0 0 9 20 0 9.60217
0 0 9 21 0 7.27279
0 0 9 22 0 4.94342
0 0 9 23 0 2.77279
0 0 10 0 0 0.967431
0 0 10 1 0 -0.462836
0 0 10 2 0 -1.36194
0 0 10 3 0 -1.66861
0 0 10 4 0 -1.36194
0 0 10 5 0 -0.462836
0 0 10 6 0 0.967431
0 0 10 7 0 2.83139
0 0 10 8 0 5.00202
0 0 10 9 0 7.33139
0 0 10 10 0 9.66076
0 0 10 11 0 11.8314
0 0 10 12 0 13.6954
0 0 10 13 0 15.1256
0 0 10 14 0 16.0247
0 0 10 15 0 16.3314
0 0 10 16 0 16.0247
0 0 10 17 0 15.1256
0 0 10 18 0 13.6954
0 0 10 19 0 11.8314
0 0 10 20 0 9.66076
0 0 10 21 0 7.33139
0 0 10 22 0 5.00202
0 0 10 23 0 2.83139
0 0 11 0 0 1.02937
0 0 11 1 0 -0.400899
0 0 11 2 0 -1.3
0 0 11 3 0 -1.60667
0 0 11 4 0 -1.3
0 0 11 5 0 -0.400899
0 0 11 6 0 1.02937
0 0 11 7 0 2.89333
0 0 11 8 0 5.06396
0 0 11 9 0 7.39333
0 0 11 10 0 9.7227
0 0 11 11 0 11.8933
0 0 11 12 0 13.7573
0 0 11 13 0 15.1876
0 0 11 14 0 16.0867
0 0 11 15 0 16.3933
0 0 11 16 0 16.0867
0 0 11 17 0 15.1876
0 0 11 18 0 13.7573
0 0 11 19 0 11.8933
0 0 11 20 0 9.7227
0 0 11 21 0 7.39333
0 0 11 22 0 5.06396
0 0 11 23 0 2.89333
0 0 12 0 0 1.09463
0 0 12 1 0 -0.335641
0 0 12 2 0 -1.23475
0 0 12 3 0 -1.54141
0 0 12 4 0 -1.23475
0 0 12 5 0 -0.335641
0 0 12 6 0 1.09463
0 0 12 7 0 2.95859
0 0 12 8 0 5.12922
0 0 12 9 0 7.45859
0 0 12 10 0 9.78796
0 0 12 11 0 11.9586
0 0 12 12 0 13.8225
0 0 12 13 0 15.2528
0 0 12 14 0 16.1519
0 0 12 15 0 16.4586
0 0 12 16 0 16.1519
0 0 12 17 0 15.2528
0 0 12 18 0 13.8225
0 0 12 19 0 11.9586
0 0 12 20 0 9.78796
0 0 12 21 0 7.45859
0 0 12 22 0 5.12922
0 0 12 23 0 2.95859
0 0 13 0 0 1.16319
0 0 13 1 0 -0.267082
0 0 13 2 0 -1.16619
0 0 13 3 0 -1.47285
0 0 13 4 0 -1.16619
0 0 13 5 0 -0.267082
0 0 13 6 0 1.16319
0 0 13 7 0 3.02715
0 0 13 8 0 5.19778
0 0 13 9 0 7.52715
0 0 13 10 0 9.85652
0 0 13 11 0 12.0271
0 0 13 12 0 13.8911
0 0 13 13 0 15.3214
0 0 13 14 0 16.2205
0 0 13 15 0 16.5271
0 0 13 16 0 16.2205
0 0 13 17 0 15.3214
0 0 13 18 0 13.8911
0 0 13 19 0 12.0271
0 0 13 20 0 9.85652
0 0 13 21 0 7.52715
0 0 13 22 0 5.19778
0 0 13 23 0 3.02715
0 0 14 0 0 1.23503
0 0 14 1 0 -0.195241
0 0 14 2 0 -1.09435
0 0 14 3 0 -1.40101
0 0 14 4 0 -1.09435
0 0 14 5 0 -0.195241
0 0 14 6 0 1.23503
0 0 14 7 0 3.09899
0 0 14 8 0 5.26962
0 0 14 9 0 7.59899
0 0 14 10 0 9.92836
0 0 14 11 0 12.099
0 0 14 12 0 13.9629
0 0 14 13 0 15.3932
0 0 14 14 0 16.2923
0 0 14 15 0 16.599
0 0 14 16 0 16.2923
0 0 14 17 0 15.3932
0 0 14 18 0 13.9629
0 0 14 19 0 12.099
0 0 14 20 0 9.92836
0 0 14 21 0 7.59899
0 0 14 22 0 5.26962
0 0 14 23 0 3.09899
0 0 15 0 0 1.31013
0 0 15 1 0 -0.120141
0 0 15 2 0 -1.01924
0 0 15 3 0 -1.32591
0 0 15 4 0 -1.01924
0 0 15 5 0 -0.120141
0 0 15 6 0 1.31013
0 0 15 7 0 3.17409
0 0 15 8 0 5.34472
0 0 15 9 0 7.67409
0 0 15 10 0 10.0035
0 0 15 11 0 12.1741
0 0 15 12 0 14.038
0 0 15 13 0 15.4683
0 0 15 14 0 16.3674
0 0 15 15 0 16.6741
0 0 15 16 0 16.3674
0 0 15 17 0 15.4683
0 0 15 18 0 14.038
0 0 15 19 0 12.1741
0 0 15 20 0 10.0035
0 0 15 21 0 7.67409
0 0 15 22 0 5.34472
0 0 15 23 0 3.17409
0 0 16 0 0 1.38846
0 0 16 1 0 -0.0418031
0 0 16 2 0 -0.940907
0 0 16 3 0 -1.24757
0 0 16 4 0 -0.940907
0 0 16 5 0 -0.0418031
0 0 16 6 0 1.38846
0 0 16 7 0 3.25243
0 0 16 8 0 5.42305
0 0 16 9 0 7.75243
0 0 16 10 0 10.0818
0 0 16 11 0 12.2524
0 0 16 12 0 14.1164
0 0 16 13 0 15.5467
0 0 16 14 0 16.4458
0 0 16 15 0 16.7524
0 0 16 16 0 16.4458
0 0 16 17 0 15.5467
0 0 16 18 0 14.1164
0 0 16 19 0 12.2524
0 0 16 20 0 10.0818
0 0 16 21 0 7.75243
0 0 16 22 0 5.42305
0 0 16 23 0 3.25243
0 0 17 0 0 1.47002
0 0 17 1 0 0.0397492
0 0 17 2 0 -0.859355
0 0 17 3 0 -1.16602
0 0 17 4 0 -0.859355
0 0 17 5 0 0.0397492
0 0 17 6 0 1.47002
0 0 17 7 0 3.33398
0 0 17 8 0 5.50461
0 0 17 9 0 7.83398
0 0 17 10 0 10.1633
0 0 17 11 0 12.334
0 0 17 12 0 14.1979
0 0 17 13 0 15.6282
0 0 17 14 0 16.5273
0 0 17 15 0 16.834
0 0 17 16 0 16.5273
0 0 17 17 0 15.6282
0 0 17 18 0 14.1979
0 0 17 19 0 12.334
0 0 17 20 0 10.1633
0 0 17 21 0 7.83398
0 0 17 22 0 5.50461
0 0 17 23 0 3.33398
0 0 18 0 0 1.55476
0 0 18 1 0 0.124492
0 0 18 2 0 -0.774612
0 0 18 3 0 -1.08128
0 0 18 4 0 -0.774612
0 0 18 5 0 0.124492
0 0 18 6 0 1.55476
0 0 18 7 0 3.41872
0 0 18 8 0 5.58935
0 0 18 9 0 7.91872
0 0 18 10 0 10.2481
0 0 18 11 0 12.4187
0 0 18 12 0 14.2827
0 0 18 13 0 15.7129
0 0 18 14 0 16.6121
0 0 18 15 0 16.9187
0 0 18 16 0 16.6121
0 0 18 17 0 15.7129
0 0 18 18 0 14.2827
0 0 18 19 0 12.4187
0 0 18 20 0 10.2481
0 0 18 21 0 7.91872
0 0 18 22 0 5.58935
0 0 18 23 0 3.41872
0 0 19 0 0 1.64267
0 0 19 1 0 0.212399
0 0 19 2 0 -0.686704
0 0 19 3 0 -0.993372
0 0 19 4 0 -0.686704
0 0 19 5 0 0.212399
0 0 19 6 0 1.64267
0 0 19 7 0 3.50663
0 0 19 8 0 5.67726
0 0 19 9 0 8.00663
0 0 19 10 0 10.336
0 0 19 11 0 12.5066
0 0 19 12 0 14.3706
0 0 19 13 0 15.8009
0 0 19 14 0 16.7
0 0 19 15 0 17.0066
0 0 19 16 0 16.7
0 0 19 17 0 15.8009
0 0 19 18 0 14.3706
0 0 19 19 0 12.5066
0 0 19 20 0 10.336
0 0 19 21 0 8.00663
0 0 19 22 0 5.67726
0 0 19 23 0 3.50663
0 0 20 0 0 1.73371
0 0 20 1 0 0.303446
0 0 20 2 0 -0.595658
0 0 20 3 0 -0.902325
0 0 20 4 0 -0.595658
0 0 20 5 0 0.303446
0 0 20 6 0 1.73371
0 0 20 7 0 3.59767
0 0 20 8 0 5.7683
0 0 20 9 0 8.09767
0 0 20 10 0 10.427
0 0 20 11 0 12.5977
0 0 20 12 0 14.4616
0 0 20 13 0 15.8919
0 0 20 14 0 16.791
0 0 20 15 0 17.0977
0 0 20 16 0 16.791
0 0 20 17 0 15.8919
0 0 20 18 0 14.4616
0 0 20 19 0 12.5977
0 0 20 20 0 10.427
0 0 20 21 0 8.09767
0 0 20 22 0 5.7683
0 0 20 23 0 3.59767
0 0 21 0 0 1.82787
0 0 21 1 0 0.397605
0 0 21 2 0 -0.501499
0 0 21 3 0 -0.808167
0 0 21 4 0 -0.501499
0 0 21 5 0 0.397605
0 0 21 6 0 1.82787
0 0 21 7 0 3.69183
0 0 21 8 0 5.86246
0 0 21 9 0 8.19183
0 0 21 10 0 10.5212
0 0 21 11 0 12.6918
0 0 21 12 0 14.5558
0 0 21 13 0 15.9861
0 0 21 14 0 16.8852
0 0 21 15 0 17.1918
0 0 21 16 0 16.8852
0 0 21 17 0 15.9861
0 0 21 18 0 14.5558
0 0 21 19 0 12.6918
0 0 21 20 0 10.5212
0 0 21 21 0 8.19183
0 0 21 22 0 5.86246
0 0 21 23 0 3.69183
0 0 22 0 0 1.92512
0 0 22 1 0 0.494848
0 0 22 2 0 -0.404256
0 0 22 3 0 -0.710924
0 0 22 4 0 -0.404256
0 0 22 5 0 0.494848
0 0 22 6 0 1.92512
0 0 22 7 0 3.78908
0 0 22 8 0 5.9597
0 0 22 9 0 8.28908
0 0 22 10 0 10.6184
0 0 22 11 0 12.7891
0 0 22 12 0 14.653
0 0 22 13 0 16.0833
0 0 22 14 0 16.9824
0 0 22 15 0 17.2891
0 0 22 16 0 16.9824
0 0 22 17 0 16.0833
0 0 22 18 0 14.653
0 0 22 19 0 12.7891
0 0 22 20 0 10.6184
0 0 22 21 0 8.28908
0 0 22 22 0 5.9597
0 0 22 23 0 3.78908
0 0 23 0 0 2.02541
0 0 23 1 0 0.595146
0 0 23 2 0 -0.303958
0 0 23 3 0 -0.610626
0 0 23 4 0 -0.303958
0 0 23 5 0 0.595146
0 0 23 6 0 2.02541
0 0 23 7 0 3.88937
0 0 23 8 0 6.06
0 0 23 9 0 8.38937
0 0 23 10 0 10.7187
0 0 23 11 0 12.8894
0 0 23 12 0 14.7533
0 0 23 13 0 16.1836
0 0 23 14 0 17.0827
0 0 23 15 0 17.3894
0 0 23 16 0 17.0827
0 0 23 17 0 16.1836
0 0 23 18 0 14.7533
0 0 23 19 0 12.8894
0 0 23 20 0 10.7187
0 0 23 21 0 8.38937
0 0 23 22 0 6.06
0 0 23 23 0 3.88937
0 0 24 0 0 2.12874
0 0 24 1 0 0.69847
0 0 24 2 0 -0.200634
0 0 24 3 0 -0.507302
0 0 24 4 0 -0.200634
0 0 24 5 0 0.69847
0 0 24 6 0 2.12874
0 0 24 7 0 3.9927
0 0 24 8 0 6.16333
0 0 24 9 0 8.4927
0 0 24 10 0 10.8221
0 0 24 11 0 12.9927
0 0 24 12 0 14.8567
0 0 24 13 0 16.2869
0 0 24 14 0 17.186
0 0 24 15 0 17.4927
0 0 24 16 0 17.186
0 0 24 17 0 16.2869
0 0 24 18 0 14.8567
0 0 24 19 0 12.9927
0 0 24 20 0 10.8221
0 0 24 21 0 8.4927
0 0 24 22 0 6.16333
0 0 24 23 0 3.9927
0 0 25 0 0 2.23506
0 0 25 1 0 0.804788
0 0 25 2 0 -0.0943153
0 0 25 3 0 -0.400983
0 0 25 4 0 -0.0943153
0 0 25 5 0 0.804788
0 0 25 6 0 2.23506
0 0 25 7 0 4.09902
0 0 25 8 0 6.26965
0 0 25 9 0 8.59902
0 0 25 10 0 10.9284
0 0 25 11 0 13.099
0 0 25 12 0 14.963
0 0 25 13 0 16.3932
0 0 25 14 0 17.2923
0 0 25 15 0 17.599
0 0 25 16 0 17.2923
0 0 25 17 0 16.3932
0 0 25 18 0 14.963
0 0 25 19 0 13.099
0 0 25 20 0 10.9284
0 0 25 21 0 8.59902
0 0 25 22 0 6.26965
0 0 25 23 0 4.09902
0 0 26 0 0 2.34434
0 0 26 1 0 0.914071
0 0 26 2 0 0.014967
0 0 26 3 0 -0.291701
0 0 26 4 0 0.014967
0 0 26 5 0 0.914071
0 0 26 6 0 2.34434
0 0 26 7 0 4.2083
0 0 26 8 0 6.37893
0 0 26 9 0 8.7083
0 0 26 10 0 11.0377
0 0 26 11 0 13.2083
0 0 26 12 0 15.0723
0 0 26 13 0 16.5025
0 0 26 14 0 17.4016
0 0 26 15 0 17.7083
0 0 26 16 0 17.4016
0 0 26 17 0 16.5025
0 0 26 18 0 15.0723
0 0 26 19 0 13.2083
0 0 26 20 0 11.0377
0 0 26 21 0 8.7083
0 0 26 22 0 6.37893
0 0 26 23 0 4.2083
0 0 27 0 0 2.45655
0 0 27 1 0 1.02628
0 0 27 2 0 0.127181
0 0 27 3 0 -0.179487
0 0 27 4 0 0.127181
0 0 27 5 0 1.02628
0 0 27 6 0 2.45655
0 0 27 7 0 4.32051
0 0 27 8 0 6.49114
0 0 27 9 0 8.82051
0 0 27 10 0 11.1499
0 0 27 11 0 13.3205
0 0 27 12 0 15.1845
0 0 27 13 0 16.6147
0 0 27 14 0 17.5138
0 0 27 15 0 17.8205
0 0 27 16 0 17.5138
0 0 27 17 0 16.6147
0 0 27 18 0 15.1845
0 0 27 19 0 13.3205
0 0 27 20 0 11.1499
0 0 27 21 0 8.82051
0 0 27 22 0 6.49114
0 0 27 23 0 4.32051
0 0 28 0 0 2.57166
0 0 28 1 0 1.1414
0 0 28 2 0 0.242292
0 0 28 3 0 -0.0643757
0 0 28 4 0 0.242292
0 0 28 5 0 1.1414
0 0 28 6 0 2.57166
0 0 28 7 0 4.43562
0 0 28 8 0 6.60625
0 0 28 9 0 8.93562
0 0 28 10 0 11.265
0 0 28 11 0 13.4356
0 0 28 12 0 15.2996
0 0 28 13 0 16.7299
0 0 28 14 0 17.629
0 0 28 15 0 17.9356
0 0 28 16 0 17.629
0 0 28 17 0 16.7299
0 0 28 18 0 15.2996
0 0 28 19 0 13.4356
0 0 28 20 0 11.265
0 0 28 21 0 8.93562
0 0 28 22 0 6.60625
0 0 28 23 0 4.43562
0 0 29 0 0 2.68964
0 0 29 1 0 1.25937
0 0 29 2 0 0.360267
0 0 29 3 0 0.0535995
0 0 29 4 0 0.360267
0 0 29 5 0 1.25937
0 0 29 6 0 2.68964
0 0 29 7 0 4.5536
0 0 29 8 0 6.72423
0 0 29 9 0 9.0536
0 0 29 10 0 11.383
0 0 29 11 0 13.5536
0 0 29 12 0 15.4176
0 0 29 13 0 16.8478
0 0 29 14 0 17.7469
0 0 29 15 0 18.0536
0 0 29 16 0 17.7469
0 0 29 17 0 16.8478
0 0 29 18 0 15.4176
0 0 29 19 0 13.5536
0 0 29 20 0 11.383
0 0 29 21 0 9.0536
0 0 29 22 0 6.72423
0 0 29 23 0 4.5536
0 0 30 0 0 2.81044
0 0 30 1 0 1.38017
0 0 30 2 0 0.481071
0 0 30 3 0 0.174403
0 0 30 4 0 0.481071
0 0 30 5 0 1.38017
0 0 30 6 0 2.81044
0 0 30 7 0 4.6744
0 0 30 8 0 6.84503
0 0 30 9 0 9.1744
0 0 30 10 0 11.5038
0 0 30 11 0 13.6744
0 0 30 12 0 15.5384
0 0 30 13 0 16.9686
0 0 30 14 0 17.8677
0 0 30 15 0 18.1744
0 0 30 16 0 17.8677
0 0 30 17 0 16.9686
0 0 30 18 0 15.5384
0 0 30 19 0 13.6744
0 0 30 20 0 11.5038
0 0 30 21 0 9.1744
0 0 30 22 0 6.84503
0 0 30 23 0 4.6744
0 1 31 0 0 2.93404
0 1 31 1 0 1.50377
0 1 31 2 0 0.604668
0 1 31 3 0 0.298
0 1 31 4 0 0.604668
0 1 31 5 0 1.50377
0 1 31 6 0 2.93404
0 1 31 7 0 4.798
0 1 31 8 0 6.96863
0 1 31 9 0 9.298
0 1 31 10 0 11.6274
0 1 31 11 0 13.798
0 1 31 12 0 15.662
0 1 31 13 0 17.0922
0 1 31 14 0 17.9913
0 1 31 15 0 18.298
0 1 31 16 0 17.9913
0 1 31 17 0 17.0922
0 1 31 18 0 15.662
0 1 31 19 0 13.798
0 1 31 20 0 11.6274
0 1 31 21 0 9.298
0 1 31 22 0 6.96863
0 1 31 23 0 4.798
0 1 32 0 0 3.06039
0 1 32 1 0 1.63013
0 1 32 2 0 0.731021
0 1 32 3 0 0.424354
0 1 32 4 0 0.731021
0 1 32 5 0 1.63013
0 1 32 6 0 3.06039
0 1 32 7 0 4.92435
0 1 32 8 0 7.09498
0 1 32 9 0 9.42435
0 1 32 10 0 11.7537
0 1 32 11 0 13.9244
0 1 32 12 0 15.7883
0 1 32 13 0 17.2186
0 1 32 14 0 18.1177
0 1 32 15 0 18.4244
0 1 32 16 0 18.1177
0 1 32 17 0 17.2186
0 1 32 18 0 15.7883
0 1 32 19 0 13.9244
0 1 32 20 0 11.7537
0 1 32 21 0 9.42435
0 1 32 22 0 7.09498
0 1 32 23 0 4.92435
0 1 33 0 0 3.18946
0 1 33 1 0 1.7592
0 1 33 2 0 0.860093
0 1 33 3 0 0.553426
0 1 33 4 0 0.860093
0 1 33 5 0 1.7592
0 1 33 6 0 3.18946
0 1 33 7 0 5.05343
0 1 33 8 0 7.22405
0 1 33 9 0 9.55343
0 1 33 10 0 11.8828
0 1 33 11 0 14.0534
0 1 33 12 0 15.9174
0 1 33 13 0 17.3477
0 1 33 14 0 18.2468
0 1 33 15 0 18.5534
0 1 33 16 0 18.2468
0 1 33 17 0 17.3477
0 1 33 18 0 15.9174
0 1 33 19 0 14.0534
0 1 33 20 0 11.8828
0 1 33 21 0 9.55343
0 1 33 22 0 7.22405
0 1 33 23 0 5.05343
0 1 34 0 0 3.32122
0 1 34 1 0 1.89095
0 1 34 2 0 0.991846
0 1 34 3 0 0.685179
0 1 34 4 0 0.991846
0 1 34 5 0 1.89095
0 1 34 6 0 3.32122
0 1 34 7 0 5.18518
0 1 34 8 0 7.35581
0 1 34 9 0 9.68518
0 1 34 10 0 12.0146
0 1 34 11 0 14.1852
0 1 34 12 0 16.0491
0 1 34 13 0 17.4794
0 1 34 14 0 18.3785
0 1 34 15 0 18.6852
0 1 34 16 0 18.3785
0 1 34 17 0 17.4794
0 1 34 18 0 16.0491
0 1 34 19 0 14.1852
0 1 34 20 0 12.0146
0 1 34 21 0 9.68518
0 1 34 22 0 7.35581
0 1 34 23 0 5.18518
0 1 35 0 0 3.45561
0 1 35 1 0 2.02534
0 1 35 2 0 1.12624
0 1 35 3 0 0.819574
0 1 35 4 0 1.12624
0 1 35 5 0 2.02534
0 1 35 6 0 3.45561
0 1 35 7 0 5.31957
0 1 35 8 0 7.4902
0 1 35 9 0 9.81957
0 1 35 10 0 12.1489
0 1 35 11 0 14.3196
0 1 35 12 0 16.1835
0 1 35 13 0 17.6138
0 1 35 14 0 18.5129
0 1 35 15 0 18.8196
0 1 35 16 0 18.5129
0 1 35 17 0 17.6138
0 1 35 18 0 16.1835
0 1 35 19 0 14.3196
0 1 35 20 0 12.1489
0 1 35 21 0 9.81957
0 1 35 22 0 7.4902
0 1 35 23 0 5.31957
0 1 36 0 0 3.59261
0 1 36 1 0 2.16234
0 1 36 2 0 1.26324
0 1 36 3 0 0.95657
0 1 36 4 0 1.26324
0 1 36 5 0 2.16234
0 1 36 6 0 3.59261
0 1 36 7 0 5.45657
0 1 36 8 0 7.6272
0 1 36 9 0 9.95657
0 1 36 10 0 12.2859
0 1 36 11 0 14.4566
0 1 36 12 0 16.3205
0 1 36 13 0 17.7508
0 1 36 14 0 18.6499
0 1 36 15 0 18.9566
0 1 36 16 0 18.6499
0 1 36 17 0 17.7508
0 1 36 18 0 16.3205
0 1 36 19 0 14.4566
0 1 36 20 0 12.2859
0 1 36 21 0 9.95657
0 1 36 22 0 7.6272
0 1 36 23 0 5.45657
0 1 37 0 0 3.73217
0 1 37 1 0 2.3019
0 1 37 2 0 1.4028
0 1 37 3 0 1.09613
0 1 37 4 0 1.4028
0 1 37 5 0 2.3019
0 1 37 6 0 3.73217
0 1 37 7 0 5.59613
0 1 37 8 0 7.76676
0 1 37 9 0 10.0961
0 1 37 10 0 12.4255
0 1 37 11 0 14.5961
0 1 37 12 0 16.4601
0 1 37 13 0 17.8904
0 1 37 14 0 18.7895
0 1 37 15 0 19.0961
0 1 37 16 0 18.7895
0 1 37 17 0 17.8904
0 1 37 18 0 16.4601
0 1 37 19 0 14.5961
0 1 37 20 0 12.4255
0 1 37 21 0 10.0961
0 1 37 22 0 7.76676
0 1 37 23 0 5.59613
0 1 38 0 0 3.87424
0 1 38 1 0 2.44398
0 1 38 2 0 1.54487
0 1 38 3 0 1.23821
0 1 38 4 0 1.54487
0 1 38 5 0 2.44398
0 1 38 6 0 3.87424
0 1 38 7 0 5.73821
0 1 38 8 0 7.90883
0 1 38 9 0 10.2382
0 1 38 10 0 12.5676
0 1 38 11 0 14.7382
0 1 38 12 0 16.6022
0 1 38 13 0 18.0324
0 1 38 14 0 18.9315
